source,L_ref,D_ref,ropelength_L_over_D,n_s,n_theta,centerline_length_sampled,tube_radius,meridian_count,longitude_count,sector_nm,sector_nl,kernel,eps_factor
"ideal.txt (3:1:1, 183 modes, k_max=250)",16.371637,1.0,16.371637,240,24,16.37246016287009,0.5,24,6,2,3,neutralized,0.08
