Gamma0,gamma_multiplier,rt_ratio,xi,A_K,chi_eff,chi_ratio,a_star,a_ratio,Gamma_req_for_rc,Gamma_req_ratio
6.778533426e-09,0.7,2.4,1.0,0.08357726170735474,0.15867591254644078,0.9969901623151097,9.833105765546659e-16,0.6978931119277464,9.712853315425456e-09,1.4328841808421964
8.231076303000001e-09,0.85,2.4,1.0,0.08357726170735474,0.15867591254644078,0.9969901623151097,1.1940199858163801e-15,0.8474416359122635,9.712853315425456e-09,1.1800222665759261
9.68361918e-09,1.0,2.4,1.0,0.08357726170735474,0.15867591254644076,0.9969901623151095,1.4047293950780938e-15,0.9969901598967803,9.712853315425458e-09,1.0030189265895375
1.1136162057e-08,1.15,2.4,1.0,0.08357726170735474,0.15867591254644078,0.9969901623151097,1.6154388043398083e-15,1.1465386838812976,9.712853315425456e-09,0.8721903709474238
1.2588704934000001e-08,1.3,2.4,1.0,0.08357726170735474,0.15867591254644078,0.9969901623151097,1.8261482136015226e-15,1.2960872078658148,9.712853315425456e-09,0.7715530204534902
