N,rt_ratio,xi,A_K,A_ratio,plateau_relstd,a_star,chi_eff,chi_ratio,a_ratio,contact_ratio,objective
4000,2.4,1.0,0.08357726170735474,1.0502628455479088,0.08970989041787221,1.4047293950780938e-15,0.15867591254644076,0.9969901623151095,0.9969901598967803,0.25018412608963014,0.03440829933114577
4000,2.5,1.2,0.07750767671033798,0.973990191000042,0.0388980238636057,1.378881225815804e-15,0.15575614603502616,0.9786447282701943,0.9786447258963644,0.2373850440191441,0.034969580082067665
4000,2.4,1.2,0.07914281615503846,0.9945379592683057,0.02913890567643584,1.3683256619599852e-15,0.15456380697446911,0.971153041003726,0.9711530386480681,0.243700574034362,0.03904557598302653
4000,2.1,1.0,0.08254899772144494,1.037341299211568,0.11515608946301853,1.409802227243879e-15,0.15924893129006584,1.000590545265793,1.000590542838731,0.27788976080385597,0.04089517657784954
4000,2.0,0.8,0.08326123606192437,1.0462915501637886,0.10185432234464431,1.4003149615423378e-15,0.15817726542471325,0.9938570700464038,0.9938570676356745,0.2852829019030792,0.04179194277422173
4000,2.2,1.2,0.08019543119087157,1.0077655099228315,0.0690489741287005,1.3833327693380473e-15,0.1562589850395398,0.9818041589152312,0.9818041565337379,0.26367329587193533,0.042362982029813964
4000,2.5,0.8,0.08154584566306655,1.0247353186634278,0.10828207553927158,1.415565785304559e-15,0.15989997329003905,1.0046811627943817,1.004681160357397,0.2437005740343626,0.042579889233126736
4000,2.3,1.2,0.07981011237681654,1.0029234509007305,0.09607951817325215,1.393909495368086e-15,0.15745371454434723,0.9893108657858912,0.9893108633861892,0.2568401703411933,0.04431696557474703
4000,2.1,1.2,0.0803736034168557,1.0100044881477335,0.05850666378664109,1.373267031063231e-15,0.15512197586766202,0.9746601195923603,0.9746601172281958,0.27068821385538033,0.04581721273296406
4000,2.3,1.0,0.08237130871160095,1.0351083932597698,0.10449699721664277,1.393909495368086e-15,0.15745371454434723,0.9893108657858912,0.9893108633861892,0.2568401703411933,0.047263083239933744
4000,2.6,1.0,0.08069402701810963,1.0140310498746778,0.09537818550839605,1.389267750815258e-15,0.1569293907455372,0.9860164421970034,0.9860164398052926,0.2312331817323699,0.04736592273093526
4000,2.0,1.0,0.0810450463374858,1.018442088734759,0.11889060752045147,1.4003149615423378e-15,0.15817726542471325,0.9938570700464038,0.9938570676356745,0.2852829019030792,0.04775464258575423
4000,2.6,0.8,0.08283862681933335,1.0409808857963363,0.10922960211691346,1.4262286394664513e-15,0.1611044316863794,1.0122489980933764,1.012248995638035,0.23738504401914357,0.050479358834296134
4000,2.0,1.2,0.08016353503837488,1.007364691049386,0.066898311417095,1.3640256290061964e-15,0.15407808235354717,0.9681011432022139,0.9681011408539588,0.2778897608038557,0.0553132657937694
4000,2.5,1.0,0.0799559856045269,1.0047565479428517,0.1023982708138278,1.378881225815804e-15,0.15575614603502616,0.9786447282701943,0.9786447258963644,0.2373850440191441,0.057194666514645394
4000,2.2,0.8,0.08015575150268078,1.0072668802551639,0.11488449325717003,1.3833327693380473e-15,0.1562589850395398,0.9818041589152312,0.9818041565337379,0.26367329587193533,0.0584054137247783
4000,2.2,1.0,0.08218633801727751,1.0327839829621062,0.11664256223730589,1.3833327693380473e-15,0.1562589850395398,0.9818041589152312,0.9818041565337379,0.26367329587193533,0.05902073786782585
4000,2.4,0.8,0.07795876888969576,0.9796587825070908,0.10359124026683993,1.3683256619599852e-15,0.15456380697446911,0.971153041003726,0.9711530386480681,0.243700574034362,0.06510389308966796
4000,2.1,0.8,0.08674985641533066,1.0901308464574888,0.11765635901717983,1.4473094270696777e-15,0.16348568263895427,1.0272108390913022,1.0272108365996688,0.2852829019030795,0.06839056474731511
4000,2.6,1.2,0.07757338801270004,0.9748159435790759,0.0967304690505822,1.3532647080886876e-15,0.1528625464984504,0.9604637061771198,0.9604637038473905,0.22524074570495478,0.07339195799058393
4000,2.3,0.8,0.07674794860254411,0.9644431660313584,0.1159884645243342,1.3577861612668897e-15,0.15337328238224485,0.9636727543780265,0.9636727520405132,0.2501841260896308,0.0769232082054905
