model,status,n_points,M_min,M_max,rms,S_inf,S_inf_se,alpha_inv_pred_blind,c_sqrt,c_sqrt_se,knot,reference,target_selected,fit_tail_frac,max_common_modes,c_inv,c_inv_se,c_threehalf,c_threehalf_se
sqrt,PASS_FIT,75,25,99,0.004328955772731293,-0.08090855156375484,0.0025659354893989494,-0.04045427578187742,0.47586423840363834,0.018771211884476526,3_1,0_1,True,0.75,99,,,,
sqrt+inv,PASS_FIT,75,25,99,0.002204759351743852,-0.18480154007619845,0.0073646037360321475,-0.09240077003809923,1.978295686715802,0.10522939153541305,3_1,0_1,True,0.75,99,-5.214641948077065,0.36369891481012123,,
sqrt+inv+threehalf,PASS_FIT,75,25,99,0.001840917270844789,-0.3777858873954764,0.03529902918686646,-0.1888929436977382,6.12657226594326,0.752222162671599,3_1,0_1,True,0.75,99,-34.2158285819326,5.231330307659864,65.95923917676676,11.877599819215297
sqrt,PASS_FIT,75,25,99,0.010759418239357547,-0.06876472838200548,0.00637751332077829,-0.03438236419100274,0.4844469256459755,0.04665497411567536,4_1,0_1,False,0.75,99,,,,
sqrt+inv,PASS_FIT,75,25,99,0.006933012632228012,-0.2982200111961907,0.023158486976313095,-0.14911000559809534,3.8026769411402603,0.3309008306143,4_1,0_1,False,0.75,99,-11.516919092450832,1.1436754622275622,,
sqrt+inv+threehalf,PASS_FIT,75,25,99,0.004513979974958353,-1.13524149646555,0.08655419415553943,-0.567620748232775,21.794792218285387,1.8444695113655352,4_1,0_1,False,0.75,99,-137.30233458360004,12.827366348914163,286.0817527943578,29.124202691576137
