knot,reference,M,S_M_knot,S_M_reference,DeltaS_M,alpha_inv_pred_blind_M
3_1,0_1,1,0.21573266334567354,0.21609655351045956,-0.00036389016478602376,-0.00018194508239301188
3_1,0_1,2,0.43139618890112397,0.4321540814400988,-0.000757892538974847,-0.0003789462694874235
3_1,0_1,3,0.6458494796789169,0.6465794670199283,-0.0007299873410113733,-0.00036499367050568665
3_1,0_1,4,0.8392818283769079,0.8273140272103234,0.011967801166584469,0.005983900583292234
3_1,0_1,5,0.9218382150781971,0.9098235838243515,0.012014631253845609,0.0060073156269228045
3_1,0_1,6,1.0038079038389927,0.9919188357234433,0.01188906811554935,0.005944534057774675
3_1,0_1,7,1.0857498346991923,1.0739906425125367,0.011759192186655554,0.005879596093327777
3_1,0_1,8,1.1675000710080818,1.1557471112497266,0.01175295975835522,0.00587647987917761
3_1,0_1,9,1.2484218432718643,1.2365773902547823,0.011844453017082035,0.0059222265085410175
3_1,0_1,10,1.2883167568841538,1.276486415508919,0.011830341375234754,0.005915170687617377
3_1,0_1,11,1.327465982352014,1.3156472697370176,0.011818712614996452,0.005909356307498226
3_1,0_1,12,1.366508401658959,1.354702109587444,0.011806292071514957,0.005903146035757478
3_1,0_1,13,1.404756066908179,1.3929773355592654,0.011778731348913496,0.005889365674456748
3_1,0_1,14,1.442714925574006,1.4309603808802203,0.011754544693785673,0.005877272346892837
3_1,0_1,15,1.4801157128138454,1.4683760085102215,0.01173970430362381,0.005869852151811905
3_1,0_1,16,1.517071601990712,1.5053393446026209,0.011732257388091138,0.005866128694045569
3_1,0_1,17,1.5400457222322645,1.5283153805809606,0.011730341651303933,0.005865170825651966
3_1,0_1,18,1.5622742438428625,1.5505485734139406,0.01172567042892192,0.00586283521446096
3_1,0_1,19,1.583982766124446,1.5722597844780528,0.011722981646393293,0.005861490823196647
3_1,0_1,20,1.6053285600051848,1.5936073804146291,0.01172117959055563,0.005860589795277815
3_1,0_1,21,1.626376858373725,1.6146571346334753,0.011719723740249766,0.005859861870124883
