knot,id,conway,L_database,D_database,raw_spectrum_file,n_eigenvalues,min_eig,max_eig,S_all,boundary_nodes,selected_nodes,tube_radius,outer_radius,screening_mu,n_center,n_theta,n_sphere,boundary_subspace,operator_backend,scipy
0_1,0:1:1,0,6.283185,1.0,raw_spectrum_0_1.npy,279,0.9859488573994994,1.000015684862979,0.0651860333086404,476,280,0.009846436270652062,0.5743703656091455,1.7410368986210758,40,7,196,tube,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
3_1,3:1:1,3,16.371637,1.0,raw_spectrum_3_1.npy,279,0.9871891423770228,1.0001020639479679,0.07196504294527006,476,280,0.00615528413593582,0.35279559788822,2.8345024880861485,40,7,196,tube,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
4_1,4:1:1,2 2,21.043322,1.0,raw_spectrum_4_1.npy,279,0.9873898656666418,1.0003353673441715,0.05768503012070328,476,280,0.004810199839492365,0.2902615547514514,3.4451686199238196,40,7,196,tube,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
