knot,id,conway,L_database,D_database,raw_spectrum_file,n_eigenvalues,min_eig,max_eig,S_all,boundary_nodes,selected_nodes,tube_radius,outer_radius,screening_mu,n_center,n_theta,n_sphere,boundary_subspace,operator_backend,scipy
0_1,0:1:1,0,6.283185,1.0,raw_spectrum_0_1.npy,45,0.7961313978269806,1.0002003988932102,1.5095254114949963,46,46,0.05879533341943694,0.6219239712811638,1.6079135813659011,8,4,14,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
3_1,3:1:1,3,16.371637,1.0,raw_spectrum_3_1.npy,45,0.5955329082074433,1.477149926596131,1.4592241430188542,46,46,0.012848791316597314,0.35970581087343473,2.780049612131114,8,4,14,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
4_1,4:1:1,2 2,21.043322,1.0,raw_spectrum_4_1.npy,45,0.6440637024072754,1.33012987005969,1.4756657372726243,46,46,0.010657252797210751,0.2885487906474204,3.4656184063578572,8,4,14,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
