ropelength_L_over_D,Xi_sph,E_star,E_eff,alpha_cell,alpha_cell_inverse,K_target_Eeff_over_8pi,Lambda_target_Eeff_over_2
16.371637,1.0460441175140003,274.0749037578999,274.07190617907213,0.007297355018552128,137.03595308953606,10.904974657754376,137.03595308953606
