pair,x,y,speed_min,vx,vy
0-1,0.45242070116861444,0.893495324772593,3.2547924195420626e-10,-2.7203473036237725e-11,2.6379917282473373e-10
1-2,-1.0000000000000002,0.03759041819431641,4.3063131933172417e-10,-1.2218749872622e-10,2.694117060748862e-10
2-0,0.49749582637729506,-0.8674711890996045,2.7841956513674953e-10,1.4441870684043075e-10,-2.3595322651957353e-10
