pair,x,y,speed_min,vx,vy
0-1,0.5187969924812035,0.8551729551154608,2.2162642177008128e-10,9.52598202800051e-11,-3.52498972461726e-11
1-2,-1.0000000000000009,-1.532365752059683,1.9960767224885046e-10,-3.5660249767744246e-12,-1.98514423171046e-10
2-0,0.5112781954887211,-0.8595139345830519,2.104657083041262e-10,-1.9470607186635874e-10,1.7931828891518842e-11
