knot,reference,M,S_M_knot,S_M_reference,DeltaS_M,alpha_inv_pred_blind_M
3_1,0_1,1,0.21324830960736849,0.2133218173062816,-7.350769891312225e-05,-3.675384945656113e-05
3_1,0_1,2,0.4264919466341873,0.42663845611382917,-0.00014650947964184313,-7.325473982092157e-05
3_1,0_1,3,0.6393441752499179,0.6393841310979049,-3.9955847986994364e-05,-1.9977923993497182e-05
3_1,0_1,4,0.7815548102040212,0.7431326749702472,0.038422135233774024,0.019211067616887012
3_1,0_1,5,0.865893233838113,0.8274897604874809,0.0384034733506321,0.01920173667531605
3_1,0_1,6,0.9502312230465635,0.911846798279969,0.03838442476659454,0.01919221238329727
3_1,0_1,7,1.0345290786086974,0.996136670168698,0.03839240843999936,0.01919620421999968
3_1,0_1,8,1.118821759621035,1.080413572807083,0.03840818681395208,0.01920409340697604
3_1,0_1,9,1.2029865319004065,1.1642685714166112,0.03871796048379528,0.01935898024189764
3_1,0_1,10,1.2461661285836585,1.207449394260769,0.03871673432288958,0.01935836716144479
3_1,0_1,11,1.2893395268592822,1.2506262539850617,0.03871327287422055,0.019356636437110275
3_1,0_1,12,1.3325124966049828,1.2938021335519627,0.038710363053020114,0.019355181526510057
3_1,0_1,13,1.3756847205969505,1.3369755612384457,0.03870915935850472,0.01935457967925236
3_1,0_1,14,1.4188413137751914,1.3801320566005273,0.03870925717466411,0.019354628587332057
3_1,0_1,15,1.4619964569471855,1.4232867668628828,0.038709690084302695,0.019354845042151347
3_1,0_1,16,1.505054294543846,1.4663447697933858,0.0387095247504603,0.01935476237523015
3_1,0_1,17,1.5308383782810917,1.4921287220212076,0.038709656259884095,0.019354828129942048
3_1,0_1,18,1.5566042560765416,1.517894615942809,0.03870964013373257,0.019354820066866285
3_1,0_1,19,1.5823524132439855,1.5436431842095106,0.038709229034474824,0.019354614517237412
3_1,0_1,20,1.6081005395558068,1.5693917219664408,0.03870881758936595,0.019354408794682976
3_1,0_1,21,1.6338422525689806,1.5951333969069135,0.038708855662067165,0.019354427831033583
3_1,0_1,22,1.6595839318413739,1.6208750223490727,0.03870890949230121,0.019354454746150607
3_1,0_1,23,1.6853102359651495,1.6466014612592654,0.038708774705884075,0.019354387352942037
3_1,0_1,24,1.7110358816863689,1.6723272634646973,0.0387086182216716,0.0193543091108358
3_1,0_1,25,1.7366665907579364,1.697957857878235,0.038708732879701335,0.019354366439850668
3_1,0_1,26,1.7535519148583354,1.7148431986854311,0.03870871617290428,0.01935435808645214
3_1,0_1,27,1.7704089221049244,1.7317002360847336,0.03870868602019084,0.01935434301009542
3_1,0_1,28,1.7872233823442996,1.7485147451347738,0.038708637209525776,0.019354318604762888
3_1,0_1,29,1.8040378283040828,1.765329239767223,0.03870858853685988,0.01935429426842994
3_1,0_1,30,1.8208481229460325,1.7821395528526605,0.03870857009337203,0.019354285046686015
3_1,0_1,31,1.8376576985738906,1.798949122019326,0.0387085765545645,0.01935428827728225
3_1,0_1,32,1.8544667385938596,1.8157581542002046,0.03870858439365499,0.019354292196827494
3_1,0_1,33,1.8712734451204993,1.8325648875221354,0.03870855759836389,0.019354278799181945
3_1,0_1,34,1.8880612708948314,1.8493527158130836,0.038708555081747864,0.019354277540873932
3_1,0_1,35,1.9048441008531287,1.8661355583833665,0.038708542469762186,0.019354271234881093
3_1,0_1,36,1.9215330145081417,1.8828244932630445,0.03870852124509727,0.019354260622548636
3_1,0_1,37,1.933249072008469,1.8946045221612609,0.03864454984720811,0.019322274923604055
3_1,0_1,38,1.9449297596616286,1.9063845451900066,0.03854521447162207,0.019272607235811035
3_1,0_1,39,1.956552497698712,1.9181006199150263,0.03845187778368575,0.019225938891842875
3_1,0_1,40,1.9681612447332382,1.9297813061602116,0.03837993857302657,0.019189969286513286
3_1,0_1,41,1.979769792764561,1.9414040414469171,0.03836575131764386,0.01918287565882193
3_1,0_1,42,1.991378265804898,1.9530127897239624,0.038365476080935546,0.019182738040467773
3_1,0_1,43,2.002986454283895,1.9646213423626158,0.038365111921279116,0.019182555960639558
3_1,0_1,44,2.0145913444553973,1.9762298188843135,0.038361525571083854,0.019180762785541927
3_1,0_1,45,2.0261947134674636,1.9878379957938987,0.038356717673564855,0.019178358836782428
3_1,0_1,46,2.0377952585063723,1.9994428838671203,0.03835237463925201,0.019176187319626004
3_1,0_1,47,2.0493691593609076,2.0110462498054793,0.038322909555428275,0.019161454777714138
3_1,0_1,48,2.06093299189645,2.022646786788751,0.03828620510769909,0.019143102553849545
3_1,0_1,49,2.0724479133050018,2.0342206821736375,0.03822723113136428,0.01911361556568214
3_1,0_1,50,2.083957560545879,2.045784504703406,0.03817305584247288,0.01908652792123644
3_1,0_1,51,2.0954294456840814,2.0572563995630784,0.03817304612100303,0.019086523060501515
3_1,0_1,52,2.103875134691671,2.065702088008951,0.038173046682719924,0.019086523341359962
3_1,0_1,53,2.112282984389869,2.0741099395660276,0.03817304482384154,0.01908652241192077
3_1,0_1,54,2.120641584315127,2.0824685396364675,0.03817304467865945,0.019086522339329726
3_1,0_1,55,2.1289711230871484,2.090798078418792,0.03817304466835658,0.01908652233417829
3_1,0_1,56,2.137299076447663,2.099126033941544,0.03817304250611908,0.01908652125305954
3_1,0_1,57,2.1456055794894833,2.107432537064393,0.03817304242509012,0.01908652121254506
3_1,0_1,58,2.1539116591200496,2.115738616812057,0.03817304230799268,0.01908652115399634
3_1,0_1,59,2.1622155910066874,2.1240425490822257,0.03817304192446169,0.019086520962230846
3_1,0_1,60,2.1705188297506215,2.1323457884256403,0.03817304132498123,0.019086520662490614
3_1,0_1,61,2.1788215644582185,2.140648523510955,0.03817304094726337,0.019086520473631685
3_1,0_1,62,2.187121528734343,2.1489484885149324,0.03817304021941048,0.01908652010970524
3_1,0_1,63,2.1954095791826753,2.157236539187155,0.03817303999552024,0.01908651999776012
3_1,0_1,64,2.2036650706094854,2.165492030648812,0.03817303996067345,0.019086519980336725
3_1,0_1,65,2.2119034001393327,2.1737303639194767,0.038173036219856016,0.019086518109928008
3_1,0_1,66,2.220058081317957,2.1818850449254956,0.0381730363924615,0.01908651819623075
3_1,0_1,67,2.2263214795219377,2.188148455630073,0.0381730238918645,0.01908651194593225
3_1,0_1,68,2.2325523707599757,2.1943793469029726,0.03817302385700305,0.019086511928501526
3_1,0_1,69,2.23875676364124,2.200583741642044,0.03817302199919581,0.019086510999597905
3_1,0_1,70,2.2449260974479883,2.206753076832241,0.038173020615747344,0.019086510307873672
