status,fit_model,M_min,M_max,n_points,n_params,rms,A_M,A_M_se,A_sqrtM,A_sqrtM_se,A_logM,A_logM_se,F,F_se,b_inv_sqrt,b_inv_sqrt_se,b_inv,b_inv_se,knot,reference,DeltaF_pair,half_DeltaF_pair,max_common_modes,status_note
PASS_FIT,hk+inv_sqrt+inv,12,47,36,6,0.002145195595611576,0.37994935717189393,0.2040177059498026,-15.318270780382472,8.158969970180905,57.31357057734999,30.213595888749353,-183.93247044920022,96.13869475448196,379.36891200079907,196.42233783475822,-233.957071617721,118.21184140355395,3_1,0_1,-183.93247044920022,-91.96623522460011,47,DIRECT_PAIR_SUBTRACTED_FIT_NO_SEPARATE_FK_MINUS_FREF
PASS_FIT,hk+inv_sqrt+inv,12,47,36,6,0.002241618268107822,0.47806317317164587,0.21318793382295134,-19.214708841445635,8.525700953104247,71.33373517572979,31.57164252434495,-227.4897719868627,100.45995566770193,466.64747215204784,205.251167611741,-283.7546640095917,123.52525044287442,4_1,0_1,-227.4897719868627,-113.74488599343135,47,DIRECT_PAIR_SUBTRACTED_FIT_NO_SEPARATE_FK_MINUS_FREF
