N_p,R,quad_n,sympy_available,unit_ball_volume_symbolic,unit_ball_volume_value,per_sector_mean_W_hat,per_sector_spread,target_4pi_over_3,total_W_hat,target_16pi_over_3,pass_per_sector_4pi_3,pass_total_16pi_3,control_A_nonspherical_differs,control_A_ellipsoid_axes,control_A_ellipsoid_volume,control_B_Np1_truncation_4pi_3,sphere_surface_normalized_dipoles_equal,status
4,1.0,121,True,4*pi/3,4.188790204786391,4.185245370370409,0.0,4.1887902047863905,16.740981481481636,16.755160819145562,True,True,True,"(1.0, 0.6, 1.7)",4.272566008882118,True,True,DERIVED_WITHIN_REDUCTION_SECTOR_VOLUME_4PI_3_TOTAL_16PI_3
