quad_n,W_monopole_unit_ball,target_4pi_over_3,rel_error
61,4.185370370370368,4.1887902047863905,0.0008164253277986636
81,4.183578125000011,4.1887902047863905,0.0012442923926874706
101,4.185992000000011,4.1887902047863905,0.0006680221853034918
121,4.185245370370409,4.1887902047863905,0.0008462668796185707
161,4.186775390624955,4.1887902047863905,0.0004810014498059268
