normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-322.1586091820108,-322.1586091820108,1.1744351323326836,FAIL_NOT_SUBLEADING
Mmax,M_max,1023.0,-322.1586091820108,-0.3149155514975668,0.001148030432387765,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),31.984371183438952,-322.1586091820108,-10.07237589053556,0.036719031479374185,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,-322.1586091820108,-19.677849513888614,0.07173596216020937,FAIL_NOT_SUBLEADING
Lcert2,certified length squared,268.030498059769,-322.1586091820108,-1.2019475825104486,0.004381722008630498,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-322.1586091820108,-0.07341645691939348,0.000267641043386834,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,-322.1586091820108,-19.227425666597657,0.07009393374432407,FAIL_NOT_SUBLEADING
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,-322.1586091820108,-1.1744351323326836,0.00428142486571893,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,-322.1586091820108,-1.1744351323326836,0.00428142486571893,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,-322.1586091820108,-2.348870264665367,0.00856284973143786,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,16748.184651,-322.1586091820108,-0.01923543451993022,7.012313016638258e-05,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,523.6365146885229,-322.1586091820108,-0.615233277560183,0.0022428442237861857,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,274195.1995151437,-322.1586091820108,-0.0011749243230796172,4.283208219580153e-06,PASS_SUBLEADING_CORRECTION
