normalizer,description,denominator,DeltaF_pair_raw,DeltaF_phys_cert_normalized,correction_to_leading_ratio,gate
raw,no correction normalizer,1.0,-1.248872944420729e-10,-1.248872944420729e-10,4.552789278149664e-13,PASS_SUBLEADING_CORRECTION
Mmax,M_max,95.0,-1.248872944420729e-10,-1.3146030993902411e-12,4.792409766473332e-15,PASS_SUBLEADING_CORRECTION
sqrtM,sqrt(M_max),9.746794344808963,-1.248872944420729e-10,-1.2813166054805138e-11,4.671063240986952e-14,PASS_SUBLEADING_CORRECTION
Lcert,certified length,16.371637,-1.248872944420729e-10,-7.628271653107927e-12,2.780900454945138e-14,PASS_SUBLEADING_CORRECTION
Lcert2,certified length squared,268.030498059769,-1.248872944420729e-10,-4.659443434464084e-13,1.6986086699486056e-15,PASS_SUBLEADING_CORRECTION
Lcert3,certified length cubed,4388.098019163743,-1.248872944420729e-10,-2.8460461433783825e-14,1.0375313537361018e-16,PASS_SUBLEADING_CORRECTION
NsoftV,N_soft V_soft,16.755160819145562,-1.248872944420729e-10,-7.453661339935834e-12,2.7172459442748797e-14,PASS_SUBLEADING_CORRECTION
NsoftV_Lcert,N_soft V_soft L_cert,274.30941080767377,-1.248872944420729e-10,-4.552789278149664e-13,1.6597277011913222e-15,PASS_SUBLEADING_CORRECTION
leading_full_cert,full leading bracket term NsoftV L_cert,274.30941080767377,-1.248872944420729e-10,-4.552789278149664e-13,1.6597277011913222e-15,PASS_SUBLEADING_CORRECTION
leading_half_cert,half leading term,137.15470540383689,-1.248872944420729e-10,-9.105578556299329e-13,3.3194554023826445e-15,PASS_SUBLEADING_CORRECTION
M_Lcert,M_max L_cert,1555.305515,-1.248872944420729e-10,-8.029759634850449e-14,2.927263636784355e-16,PASS_SUBLEADING_CORRECTION
sqrtM_Lcert,sqrt(M_max) L_cert,159.57097892686517,-1.248872944420729e-10,-7.826441579913566e-13,2.8531436660774682e-15,PASS_SUBLEADING_CORRECTION
M_Lcert2,M_max L_cert^2,25462.897315678056,-1.248872944420729e-10,-4.904677299435877e-15,1.78800912626169e-17,PASS_SUBLEADING_CORRECTION
