source,L_ref,D_ref,ropelength_L_over_D,n_s,n_theta,sphere_n,tube_radius,centerline_length_sampled,sector_nm,sector_nl,pressure_mode,pressure_scale_mode,pressure_Ep,pressure_kappa_mode,pressure_kappa_input,pressure_kappa_eff,pressure_kappa_formula,nls_shell_coeff,nls_phi,nls_phi_inv,nls_eta,nls_shell_stiffness_candidate,nls_shell_stiffness_formula,boundary_mode,eps_factor,bem_reg,n_boundary_total,n_tube_panels,n_sphere_panels,area_tube,area_sphere,cond_G
"ideal.txt (3:1:1, 183 modes, k_max=250)",16.371637,1.0,16.371637,140,18,420,0.5,16.372177080592877,2,3,spherical,nls_shell,274.0748756567669,nls_shell_stiffness,1.0,6736.341149140669,8*pi*(L_K/D)^2 = pi/(2 eta_K^2),11.0,1.618033988749895,0.6180339887498948,0.015270311698213197,6736.341149140669,8*pi*(L_K/D)^2 = pi/(2 eta_K^2),trig,0.08,1e-10,2940.0,2520.0,420.0,51.434711239661766,264207.94216690154,
