normalizer,normalizer_code,proof_status,requires_A1_DtN_order,requires_A2_mode_extensivity,requires_A3_second_order_length_covariance,uses_observed_alpha,v15_global_gate,stageD_alpha_inv_mean,stageD_alpha_inv_cv_abs,next_gate
M_max L_cert^2,M_Lcert2,CONDITIONAL_HEAT_KERNEL_DTN_CERTIFICATE,yes,yes,yes,no,PASS_G14_NUMERIC_SUPPORT_FOR_M_LCERT2,137.15486676613227,5.894392513597222e-06,BEMv17_PRINCIPAL_SYMBOL_HEAT_KERNEL_COEFFICIENT_PROOF
