status,preferred_observable,E_star_derived,classification,bracket_E_lo,bracket_E_hi,value_interp,d2_interp,message
E0_derived,action_total,274.0748680897919,interior_minimum,273.9313476574032,274.1195450381919,4676.462981942699,20209.07115760538,Interior stationary eigenvalue found. This E_star is used as E0 downstream.
