knot,reference,M,S_M_knot,S_M_reference,DeltaS_M,alpha_inv_pred_blind_M
3_1,0_1,1,0.01792490880090645,0.023019042053476255,-0.005094133252569806,-0.002547066626284903
3_1,0_1,2,0.03584338216749895,0.0460380841069516,-0.010194701939452648,-0.005097350969726324
3_1,0_1,3,0.04548661338159566,0.05346145033869399,-0.00797483695709833,-0.003987418478549165
3_1,0_1,4,0.053516931086006234,0.06088481657043459,-0.007367885484428356,-0.003683942742214178
3_1,0_1,5,0.05871244939632387,0.06581259516055969,-0.007100145764235823,-0.0035500728821179113
3_1,0_1,6,0.06390676358526558,0.06961689988137161,-0.005710136296106033,-0.0028550681480530166
3_1,0_1,7,0.06687810596502057,0.07342120460218174,-0.006543098637161168,-0.003271549318580584
3_1,0_1,8,0.06984895140291063,0.07686692294538292,-0.007017971542472287,-0.0035089857712361436
3_1,0_1,9,0.07231293956061727,0.0792216686020453,-0.00690872904142803,-0.003454364520714015
3_1,0_1,10,0.07465046461305212,0.08157641181948361,-0.006925947206431485,-0.0034629736032157424
3_1,0_1,11,0.0769879331732674,0.08344734578131514,-0.006459412608047749,-0.0032297063040238744
3_1,0_1,12,0.0792886170066232,0.08531827974314601,-0.00602966273652282,-0.00301483136826141
3_1,0_1,13,0.08084625287936593,0.08706314820160475,-0.006216895322238819,-0.0031084476611194095
3_1,0_1,14,0.08240380495206004,0.08880801666006305,-0.00640421170800301,-0.003202105854001505
3_1,0_1,15,0.08376211662043452,0.09040865742053225,-0.0066465408000977305,-0.0033232704000488653
3_1,0_1,16,0.0851203648823327,0.09200929818100057,-0.006888933298667868,-0.003444466649333934
3_1,0_1,17,0.08638507926655767,0.09327084182670567,-0.006885762560148001,-0.0034428812800740005
3_1,0_1,18,0.08750975571314014,0.09453238547240667,-0.007022629759266527,-0.0035113148796332636
3_1,0_1,19,0.08855452863303225,0.09574170080474491,-0.0071871721717126635,-0.0035935860858563318
3_1,0_1,20,0.08955229454159927,0.09695101613707803,-0.0073987215954787605,-0.0036993607977393803
3_1,0_1,21,0.09054997906856538,0.098099737897689,-0.007549758829123621,-0.0037748794145618103
3_1,0_1,22,0.09146792126900355,0.09924845965829841,-0.007780538389294864,-0.003890269194647432
3_1,0_1,23,0.09238585237334815,0.10017755274031384,-0.007791700366965693,-0.0038958501834828463
3_1,0_1,24,0.09329332957495298,0.10110664582232105,-0.007813316247368071,-0.003906658123684036
3_1,0_1,25,0.09407116281837015,0.10200134130745372,-0.007930178489083575,-0.003965089244541788
3_1,0_1,26,0.0948489306786737,0.10289603679257628,-0.00804710611390258,-0.00402355305695129
3_1,0_1,27,0.09558906456175666,0.1037511227526387,-0.008162058190882046,-0.004081029095441023
3_1,0_1,28,0.09631695590961087,0.10460620871270068,-0.008289252803089814,-0.004144626401544907
3_1,0_1,29,0.09698362032117942,0.10532059800327252,-0.0083369776820931,-0.00416848884104655
3_1,0_1,30,0.09765027293146304,0.10603498693970854,-0.008384714008245503,-0.0041923570041227515
3_1,0_1,31,0.0982900008040551,0.10672307109437762,-0.008433070290322517,-0.0042165351451612584
3_1,0_1,32,0.09892965243379517,0.10741115443602081,-0.008481502002225638,-0.004240751001112819
3_1,0_1,33,0.09952297831058106,0.10806760825753055,-0.008544629946949489,-0.0042723149734747445
3_1,0_1,34,0.10008185770107712,0.10872406012178848,-0.008642202420711356,-0.004321101210355678
3_1,0_1,35,0.10062353011093221,0.10928695981448559,-0.008663429703553382,-0.004331714851776691
3_1,0_1,36,0.10116517460578604,0.10984985950718215,-0.008684684901396109,-0.004342342450698054
3_1,0_1,37,0.10160891858311548,0.11039068892845687,-0.008781770345341389,-0.004390885172670694
3_1,0_1,38,0.10205245988225314,0.11093151834972914,-0.008879058467475998,-0.004439529233737999
3_1,0_1,39,0.10248997434860795,0.11145319099023077,-0.00896321664162282,-0.00448160832081141
3_1,0_1,40,0.10291555368868725,0.11197486363073073,-0.009059309942043473,-0.004529654971021736
3_1,0_1,41,0.10334109924213641,0.11242553987988546,-0.009084440637749047,-0.004542220318874524
3_1,0_1,42,0.10374770867552502,0.11287621612903975,-0.009128507453514734,-0.004564253726757367
3_1,0_1,43,0.10415059512658299,0.11331046757091276,-0.009159872444329767,-0.0045799362221648834
