chi_R,A_chi_mu,A_chi_selfdual,A_dual_minus_A_mu
0.5,8.5,8.5,0.0
0.503751875937969,8.444168956374911,8.444168956374911,0.0
0.507503751875938,8.389218882482147,8.389218882482147,0.0
0.511255627813907,8.335130383195512,8.335130383195512,0.0
0.515007503751876,8.281884628569747,8.281884628569747,0.0
0.5187593796898449,8.229463333402478,8.229463333402478,0.0
0.5225112556278139,8.177848737676642,8.177848737676642,0.0
0.5262631315657829,8.127023587839547,8.127023587839547,0.0
0.5300150075037519,8.076971118877042,8.076971118877042,0.0
0.5337668834417209,8.02767503714369,8.02767503714369,0.0
0.5375187593796898,7.979119503912031,7.979119503912031,0.0
0.5412706353176588,7.931289119606014,7.931289119606014,0.0
0.5450225112556278,7.884168908685641,7.884168908685641,0.0
0.5487743871935968,7.837744305151664,7.837744305151664,0.0
0.5525262631315658,7.792001138640845,7.792001138640845,0.0
0.5562781390695348,7.746925621083923,7.746925621083923,0.0
0.5600300150075037,7.702504333899867,7.702504333899867,0.0
0.5637818909454727,7.658724215701462,7.658724215701462,0.0
0.5675337668834417,7.6155725504885545,7.6155725504885545,0.0
0.5712856428214107,7.573036956306525,7.573036956306525,0.0
0.5750375187593797,7.531105374348766,7.531105374348766,0.0
0.5787893946973487,7.489766058483001,7.489766058483001,0.0
0.5825412706353177,7.449007565182333,7.449007565182333,0.0
0.5862931465732867,7.40881874384291,7.40881874384291,0.0
0.5900450225112557,7.369188727470984,7.369188727470984,0.0
0.5937968984492246,7.330106923723025,7.330106923723025,0.0
0.5975487743871936,7.2915630062833845,7.2915630062833845,0.0
0.6013006503251626,7.253546906564764,7.253546906564764,0.0
0.6050525262631316,7.216048805717452,7.216048805717452,0.0
0.6088044022011005,7.17905912693405,7.17905912693405,0.0
0.6125562781390695,7.142568528036987,7.142568528036987,0.0
0.6163081540770385,7.106567894336778,7.106567894336778,0.0
0.6200600300150075,7.071048331749578,7.071048331749578,0.0
0.6238119059529765,7.036001160163081,7.036001160163081,0.0
0.6275637818909454,7.001417907040408,7.001417907040408,0.0
0.6313156578289145,6.967290301252052,6.967290301252052,0.0
0.6350675337668834,6.9336102671264745,6.9336102671264745,0.0
0.6388194097048524,6.900369918710334,6.900369918710334,0.0
0.6425712856428214,6.8675615542298205,6.8675615542298205,0.0
0.6463231615807904,6.835177650744877,6.835177650744877,0.0
0.6500750375187594,6.803210858988555,6.803210858988555,0.0
0.6538269134567284,6.771653998384043,6.771653998384043,0.0
0.6575787893946974,6.740500052232278,6.740500052232278,0.0
0.6613306653326664,6.709742163063377,6.709742163063377,0.0
0.6650825412706354,6.6793736281454,6.6793736281454,0.0
0.6688344172086043,6.649387895144281,6.649387895144281,0.0
0.6725862931465733,6.6197785579290205,6.6197785579290205,0.0
0.6763381690845423,6.590539352516495,6.590539352516495,0.0
0.6800900450225112,6.561664153150499,6.561664153150499,0.0
0.6838419209604802,6.533146968509858,6.533146968509858,0.0
0.6875937968984492,6.504981938040682,6.504981938040682,0.0
0.6913456728364182,6.477163328408054,6.477163328408054,0.0
0.6950975487743872,6.44968553006262,6.44968553006262,0.0
0.6988494247123562,6.422543053917796,6.422543053917796,0.0
0.7026013006503251,6.3957305281334165,6.3957305281334165,0.0
0.7063531765882942,6.369242695001891,6.369242695001891,0.0
0.7101050525262631,6.343074407933097,6.343074407933097,0.0
