knot,reference,M,S_M_knot,S_M_reference,DeltaS_M,alpha_inv_pred_blind_M
3_1,0_1,1,0.2144837749985964,0.2155929708565138,-0.001109195857917411,-0.0005545979289587055
3_1,0_1,2,0.42608923068215115,0.42667008631645287,-0.0005808556343017135,-0.00029042781715085675
3_1,0_1,3,0.6355828680818549,0.6338083618024962,0.0017745062793587119,0.0008872531396793559
3_1,0_1,4,0.8420866299292453,0.8311693285247103,0.010917301404535062,0.005458650702267531
3_1,0_1,5,0.9187280538175623,0.9078590497917689,0.010869004025793383,0.0054345020128966914
3_1,0_1,6,0.99333107310921,0.9829556205585279,0.010375452550682063,0.005187726275341031
3_1,0_1,7,1.0672367614822846,1.0575560393218404,0.009680722160444244,0.004840361080222122
3_1,0_1,8,1.140704461513642,1.1317361732755755,0.00896828823806639,0.004484144119033195
3_1,0_1,9,1.2102562524963774,1.2014040200393863,0.008852232456991072,0.004426116228495536
3_1,0_1,10,1.2520748442919583,1.243376980200929,0.00869786409102935,0.004348932045514675
3_1,0_1,11,1.2903537111813972,1.281798309644847,0.0085554015365501,0.00427770076827505
3_1,0_1,12,1.3251615575516225,1.3167746246176608,0.008386932933961644,0.004193466466980822
3_1,0_1,13,1.3557143920497692,1.3475697996325176,0.008144592417251628,0.004072296208625814
3_1,0_1,14,1.3829925237721237,1.3751684053748365,0.007824118397287139,0.003912059198643569
3_1,0_1,15,1.4011722572368976,1.4022702345463631,-0.001097977309465481,-0.0005489886547327405
3_1,0_1,16,1.4190096686683435,1.4292085468082834,-0.010198878139939804,-0.005099439069969902
3_1,0_1,17,1.4300527049932792,1.4425614386751302,-0.012508733681851014,-0.006254366840925507
3_1,0_1,18,1.4408703189338694,1.4558756713298464,-0.015005352395977,-0.0075026761979885
3_1,0_1,19,1.4496163745242001,1.4691180955619823,-0.019501721037782138,-0.009750860518891069
3_1,0_1,20,1.4565730365010088,1.4783066037149075,-0.02173356721389874,-0.01086678360694937
3_1,0_1,21,1.4620237408389212,1.4860972544217346,-0.0240735135828134,-0.0120367567914067
3_1,0_1,22,1.4633357331103582,1.4938172709576611,-0.030481537847302898,-0.015240768923651449
3_1,0_1,23,1.4645274249527294,1.5013621087156608,-0.03683468376293142,-0.01841734188146571
3_1,0_1,24,1.4652025083786855,1.5088737472350244,-0.043671238856338945,-0.021835619428169473
3_1,0_1,25,1.4656733931776653,1.5149433792826805,-0.04926998610501521,-0.024634993052507603
3_1,0_1,26,1.4658243254409395,1.5209519068442932,-0.05512758140335361,-0.027563790701676805
3_1,0_1,27,1.4659176242755048,1.5267582996936795,-0.06084067541817473,-0.030420337709087364
3_1,0_1,28,1.465884148635933,1.5313116217815588,-0.06542747314562569,-0.032713736572812846
3_1,0_1,29,1.4657076072657502,1.5358524863331642,-0.07014487906741396,-0.03507243953370698
3_1,0_1,30,1.4652890804569554,1.5386046038241161,-0.07331552336716074,-0.03665776168358037
3_1,0_1,31,1.4646601549122857,1.5413563684332803,-0.07669621352099454,-0.03834810676049727
3_1,0_1,32,1.4638095519824055,1.5439807635472709,-0.0801712115648654,-0.0400856057824327
3_1,0_1,33,1.4627899181936082,1.5466047637839195,-0.08381484559031138,-0.04190742279515569
3_1,0_1,34,1.4614460611983713,1.5484968221152182,-0.08705076091684694,-0.04352538045842347
3_1,0_1,35,1.4597935148131191,1.5483485338557474,-0.0885550190426283,-0.04427750952131415
3_1,0_1,36,1.4577776875687554,1.5481997271486039,-0.09042203957984851,-0.045211019789924256
3_1,0_1,37,1.4552347676330755,1.5466861904433196,-0.0914514228102441,-0.04572571140512205
4_1,0_1,1,0.21489056103916473,0.2155929708565138,-0.0007024098173490645,-0.00035120490867453225
4_1,0_1,2,0.4295861956147989,0.42667008631645287,0.0029161092983460146,0.0014580546491730073
4_1,0_1,3,0.6392516357090997,0.6338083618024962,0.005443273906603485,0.0027216369533017426
4_1,0_1,4,0.8464079252668799,0.8311693285247103,0.015238596742169652,0.007619298371084826
4_1,0_1,5,0.9232857202386002,0.9078590497917689,0.015426670446831325,0.007713335223415663
4_1,0_1,6,0.998109724464879,0.9829556205585279,0.01515410390635108,0.00757705195317554
4_1,0_1,7,1.0722343624245911,1.0575560393218404,0.014678323102750745,0.007339161551375373
4_1,0_1,8,1.1458209753350885,1.1317361732755755,0.014084802059513013,0.0070424010297565065
4_1,0_1,9,1.215771439472657,1.2014040200393863,0.0143674194332708,0.0071837097166354
4_1,0_1,10,1.2576171309314466,1.243376980200929,0.014240150730517653,0.007120075365258827
4_1,0_1,11,1.2958802150486421,1.281798309644847,0.014081905403795059,0.007040952701897529
4_1,0_1,12,1.330779544877004,1.3167746246176608,0.014004920259343079,0.007002460129671539
4_1,0_1,13,1.3613935583485712,1.3475697996325176,0.01382375871605368,0.00691187935802684
4_1,0_1,14,1.3887535683134018,1.3751684053748365,0.013585162938565265,0.0067925814692826325
4_1,0_1,15,1.4081053505942822,1.4022702345463631,0.005835116047919087,0.0029175580239595433
4_1,0_1,16,1.4257434758164735,1.4292085468082834,-0.0034650709918098155,-0.0017325354959049077
4_1,0_1,17,1.4433391413774752,1.4425614386751302,0.0007777027023450067,0.00038885135117250336
4_1,0_1,18,1.4538047327208887,1.4558756713298464,-0.0020709386089576842,-0.0010354693044788421
4_1,0_1,19,1.464149705609742,1.4691180955619823,-0.00496838995224036,-0.00248419497612018
4_1,0_1,20,1.4715427910407033,1.4783066037149075,-0.006763812674204228,-0.003381906337102114
4_1,0_1,21,1.4788434229097462,1.4860972544217346,-0.007253831511988329,-0.0036269157559941645
4_1,0_1,22,1.4795649175531025,1.4938172709576611,-0.01425235340455866,-0.00712617670227933
4_1,0_1,23,1.4799631314942014,1.5013621087156608,-0.021398977221459337,-0.010699488610729668
4_1,0_1,24,1.4796464697180438,1.5088737472350244,-0.02922727751698062,-0.01461363875849031
4_1,0_1,25,1.478601388406969,1.5149433792826805,-0.03634199087571144,-0.01817099543785572
4_1,0_1,26,1.4774632664288305,1.5209519068442932,-0.04348864041546263,-0.021744320207731316
4_1,0_1,27,1.4757416407589283,1.5267582996936795,-0.05101665893475116,-0.02550832946737558
4_1,0_1,28,1.47398984633369,1.5313116217815588,-0.05732177544786876,-0.02866088772393438
4_1,0_1,29,1.4722100325215768,1.5358524863331642,-0.0636424538115874,-0.0318212269057937
4_1,0_1,30,1.470257108340817,1.5386046038241161,-0.06834749548329921,-0.03417374774164961
4_1,0_1,31,1.46808008504949,1.5413563684332803,-0.07327628338379033,-0.036638141691895165
4_1,0_1,32,1.4658301640932743,1.5439807635472709,-0.0781505994539966,-0.0390752997269983
4_1,0_1,33,1.4634291136756494,1.5466047637839195,-0.0831756501082701,-0.04158782505413505
4_1,0_1,34,1.4609090301269083,1.5484968221152182,-0.0875877919883099,-0.04379389599415495
4_1,0_1,35,1.4582671627580606,1.5483485338557474,-0.09008137109768688,-0.04504068554884344
4_1,0_1,36,1.4522449827551551,1.5481997271486039,-0.09595474439344875,-0.04797737219672438
4_1,0_1,37,1.4457130607803481,1.5466861904433196,-0.10097312966297145,-0.050486564831485725
