knot,id,conway,L_database,D_database,raw_spectrum_file,n_eigenvalues,min_eig,max_eig,S_all,boundary_nodes,selected_nodes,tube_radius,outer_radius,screening_mu,n_center,n_theta,n_sphere,boundary_subspace,operator_backend,scipy
0_1,0:1:1,0,6.283185,1.0,raw_spectrum_0_1.npy,335,0.8072862196482515,1.000000347817985,2.543964153204262,336,336,0.017691133378037245,0.5248668584405427,1.9052450805736685,32,6,144,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
3_1,3:1:1,3,16.371637,1.0,raw_spectrum_3_1.npy,335,0.8074058542732434,1.0001372777613136,2.573866786223226,336,336,0.008961913225091083,0.32162275868049833,3.1092327051189965,32,6,144,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
4_1,4:1:1,2 2,21.043322,1.0,raw_spectrum_4_1.npy,335,0.8074715381192608,1.0003239155546841,2.578851224267757,336,336,0.007013349609124606,0.2638955339663842,3.7893782625642425,32,6,144,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
