status,preferred_observable,E_star_derived,classification,bracket_E_lo,bracket_E_hi,value_interp,d2_interp,message
E0_derived,action_total,274.07488149365,interior_minimum,273.9313476574032,274.1195450381919,4633.68919312528,20209.07596859515,Interior stationary eigenvalue found. This E_star is used as E0 downstream.
