knot,id,conway,L_database,D_database,raw_spectrum_file,n_eigenvalues,min_eig,max_eig,S_all,boundary_nodes,selected_nodes,tube_radius,outer_radius,screening_mu,n_center,n_theta,n_sphere,boundary_subspace,operator_backend,scipy
0_1,0:1:1,0,6.283185,1.0,raw_spectrum_0_1.npy,99,0.8054628088889475,1.0000094890776996,1.9859821777774718,100,100,0.038510416469995624,0.4768623166892243,2.0970413576456064,16,4,36,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
3_1,3:1:1,3,16.371637,1.0,raw_spectrum_3_1.npy,99,0.8058225863480185,1.00094688825607,1.9380066181794207,100,100,0.010843406989536732,0.2690514198528511,3.7167616530212606,16,4,36,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
4_1,4:1:1,2 2,21.043322,1.0,raw_spectrum_4_1.npy,99,0.8058280080490454,1.002482430224068,1.933446980547079,100,100,0.00873659203626589,0.21597920204986318,4.630075444806624,16,4,36,all,BEM_V5_SOFT_INDEX_HEAT_KERNEL,True
