dtheta,C
-3.141592653589793,-1.0
-3.1066860685499065,-0.9777011149442528
-3.07177948351002,-0.9553022348882556
-3.036872898470133,-0.9330033498325083
-3.0019663134302466,-0.9108044597770112
-2.9670597283903604,-0.8886055697215139
-2.9321531433504737,-0.8663066846657667
-2.897246558310587,-0.8441077946102695
-2.8623399732707004,-0.8218089095545222
-2.827433388230814,-0.7995100244987751
-2.792526803190927,-0.7772111394430279
-2.7576202181510405,-0.7549122543872806
-2.722713633111154,-0.7325133743312834
-2.6878070480712672,-0.7103144842757863
-2.652900463031381,-0.688115594220289
-2.6179938779914944,-0.6659167041647918
-2.5830872929516078,-0.6437178141092945
-2.548180707911721,-0.6214189290535473
-2.5132741228718345,-0.5991200439978001
-2.478367537831948,-0.576721163941803
-2.443460952792061,-0.5544222788860557
-2.4085543677521746,-0.5321233938303085
-2.373647782712288,-0.5098245087745613
-2.3387411976724017,-0.48762561871906407
-2.3038346126325147,-0.4654267286635668
-2.2689280275926285,-0.4432278386080696
-2.234021442552742,-0.4209289535523224
-2.199114857512855,-0.3986300684965752
-2.1642082724729685,-0.37633118344082794
-2.129301687433082,-0.35403229838508077
-2.0943951023931957,-0.3318334083295835
-2.0594885173533086,-0.3095345232738363
-2.0245819323134224,-0.28713564321783913
-1.9896753472735356,-0.2649367531623419
-1.954768762233649,-0.24273786310684467
-1.9198621771937625,-0.2206389680515974
-1.8849555921538759,-0.19854007299635018
-1.8500490071139892,-0.17644117794110295
-1.8151424220741026,-0.15434228288585572
-1.7802358370342162,-0.13224338783060846
-1.7453292519943295,-0.11024448777561122
-1.710422666954443,-0.08814559272036399
-1.6755160819145563,-0.06614669266536673
-1.6406094968746696,-0.044047797610119496
-1.6057029118347832,-0.021948902554872255
-1.5707963267948966,0.00024998750062496874
-1.53588974175501,0.022348882555872206
-1.5009831567151233,0.04444777761111944
-1.4660765716752366,0.06654667266636669
-1.4311699866353502,0.08854557272136393
-1.3962634015954636,0.11054447277636119
-1.361356816555577,0.13264336783160843
-1.3264502315156903,0.15474226288685566
-1.2915436464758039,0.1768411579421029
-1.2566370614359172,0.19894005299735013
-1.2217304763960306,0.22103894805259738
-1.186823891356144,0.24313784310784461
-1.1519173063162573,0.26533673316334183
-1.1170107212763707,0.2874356282185891
-1.082104136236484,0.3096345182740863
-1.0471975511965979,0.3318334083295835
-1.0122909661567112,0.35413229338533075
-0.9773843811168246,0.37643117844107793
-0.9424777960769379,0.39873006349682516
-0.9075712110370513,0.4210289485525724
-0.8726646259971647,0.44332783360831957
-0.837758040957278,0.4656267186640668
-0.8028514559173914,0.48782560871956404
-0.7679448708775047,0.5100244987750613
-0.7330382858376185,0.5322233888305584
-0.6981317007977319,0.5545222738863057
-0.6632251157578453,0.5769211539423029
-0.6283185307179586,0.5992200389980501
-0.593411945678072,0.6215189240537973
-0.5585053606381853,0.6438178091095446
-0.5235987755982987,0.6661166941652917
-0.48869219055841207,0.688315584220789
-0.4537856055185254,0.7105144742762862
-0.41887902047863923,0.7327133643317834
-0.3839724354387526,0.7549122543872806
-0.34906585039886595,0.7772111394430279
-0.3141592653589793,0.7995100244987751
-0.27925268031909267,0.8219089045547723
-0.24434609527920603,0.8443077846107695
-0.2094395102393194,0.8666066696665167
-0.17453292519943275,0.8888055597220139
-0.13962634015954611,0.9110044497775112
-0.10471975511965992,0.9332033398330084
-0.06981317007977328,0.9554022298885055
-0.03490658503988664,0.9777011149442528
0.0,1.0
0.03490658503988664,0.9777011149442528
0.06981317007977328,0.9553022348882556
0.10471975511965992,0.9330033498325083
0.13962634015954656,0.9108044597770112
0.1745329251994332,0.8886055697215139
0.20943951023931984,0.8663066846657667
0.24434609527920603,0.8441077946102695
0.27925268031909267,0.8218089095545222
0.3141592653589793,0.7995100244987751
0.34906585039886595,0.7772111394430279
0.3839724354387526,0.7549122543872806
0.41887902047863923,0.7325133743312834
0.45378560551852587,0.7103144842757863
0.4886921905584125,0.688115594220289
0.5235987755982991,0.6659167041647918
0.5585053606381853,0.6437178141092945
0.593411945678072,0.6214189290535473
0.6283185307179586,0.5991200439978001
0.6632251157578453,0.576721163941803
0.6981317007977319,0.5544222788860557
0.7330382858376185,0.5321233938303085
0.7679448708775052,0.5098245087745613
0.8028514559173918,0.48762561871906407
0.8377580409572785,0.4654267286635668
0.8726646259971647,0.4432278386080696
0.9075712110370517,0.4209289535523224
0.9424777960769379,0.3986300684965752
0.977384381116825,0.37633118344082794
1.0122909661567112,0.35403229838508077
1.0471975511965974,0.3318334083295835
1.0821041362364845,0.3095345232738363
1.1170107212763707,0.28713564321783913
1.1519173063162578,0.2649367531623419
1.186823891356144,0.24273786310684467
1.221730476396031,0.2206389680515974
1.2566370614359172,0.19854007299635018
1.2915436464758043,0.17644117794110295
1.3264502315156905,0.15434228288585572
1.3613568165555767,0.13224338783060846
1.3962634015954638,0.11024448777561122
1.43116998663535,0.08814559272036399
1.466076571675237,0.06614669266536673
1.5009831567151233,0.044047797610119496
1.5358897417550104,0.021948902554872255
1.5707963267948966,-0.00024998750062496874
1.6057029118347836,-0.022348882555872206
1.6406094968746698,-0.04444777761111944
1.675516081914556,-0.06654667266636669
1.7104226669544431,-0.08854557272136393
1.7453292519943293,-0.11054447277636119
1.7802358370342164,-0.13264336783160843
1.8151424220741026,-0.15474226288685566
