t,delta,kappa_tau
0.068,-1.7656319365853963,0.7
0.069,-1.7649196676487453,0.7
0.07,-1.7642849676424577,0.7
0.07100000000000001,-1.7637281327267074,0.7
0.07200000000000001,-1.7632494229243538,0.7
0.073,-1.762849061975067,0.7
0.074,-1.762527237209869,0.7
0.075,-1.7622840994461235,0.7
0.076,-1.7621197629029877,0.7
0.077,-1.7620343051373466,0.7
0.078,-1.762027767000234,0.7
0.079,-1.7621001526137474,0.7
0.08,-1.7622514293684584,0.7
0.081,-1.7624815279413086,0.7
0.082,-1.7627903423339897,0.7
0.083,-1.763177729931784,0.7
0.084,-1.763643511582857,0.7
0.085,-1.7641874716979735,0.7
0.08600000000000001,-1.764809358370607,0.7
0.08700000000000001,-1.7655088835174158,0.7
0.088,-1.7662857230390405,0.7
0.089,-1.7671395170011803,0.7
0.09,-1.768069869835895,0.7
0.091,-1.7690763505630764,0.7
0.092,-1.7701584930320182,0.7
0.093,-1.7713157961830128,0.7
0.094,-1.7725477243288905,0.7
0.095,-1.773853707456405,0.7
0.096,-1.775233141547365,0.7
0.097,-1.776685388919391,0.7
0.098,-1.7782097785861755,0.7
0.099,-1.779805606637102,0.7
0.1,-1.781472136636069,0.7
0.101,-1.7832086000393557,0.7
0.10200000000000001,-1.7850141966323352,0.7
0.10300000000000001,-1.786888094984846,0.7
0.10400000000000001,-1.7888294329249987,0.7
0.105,-1.7908373180311807,0.7
0.106,-1.7929108281420163,0.7
0.107,-1.7950490118839961,0.7
0.108,-1.797250889216493,0.7
0.109,-1.799515451993853,0.7
0.11,-1.8018416645442175,0.7
0.111,-1.8042284642647326,0.7
0.112,-1.806674762232765,0.7
0.113,-1.8091794438327238,0.7
0.114,-1.8117413693980673,0.7
0.115,-1.8143593748680495,0.7
0.116,-1.8170322724587455,0.7
0.117,-1.8197588513478564,0.7
0.11800000000000001,-1.822537878372788,0.7
0.11900000000000001,-1.8253680987414627,0.7
0.12,-1.828248236755314,0.7
0.121,-1.8311769965438733,0.7
0.122,-1.8341530628103615,0.7
0.123,-1.8371751015876479,0.7
0.124,-1.8402417610039472,0.7
0.125,-1.8433516720575849,0.7
0.126,-1.8465034494001538,0.7
0.127,-1.8496956921273595,0.7
0.128,-1.8529269845768446,0.7
0.129,-1.8561958971322543,0.7
0.13,-1.8595009870328099,0.7
0.131,-1.862840799187616,0.7
0.132,-1.8662138669939452,0.7
0.133,-1.869618713158717,0.7
0.134,-1.8730538505223757,0.7
0.135,-1.8765177828843815,0.7
0.136,-1.8800090058295087,0.7
0.137,-1.8835260075541456,0.7
0.138,-1.8870672696917925,0.7
0.139,-1.8906312681369468,0.7
0.14,-1.8942164738665745,0.7
0.14100000000000001,-1.897821353758367,0.7
0.14200000000000002,-1.9014443714049754,0.7
0.14300000000000002,-1.9050839879234482,0.7
0.14400000000000002,-1.9087386627590845,0.7
0.145,-1.912406854482927,0.7
0.146,-1.916087021582149,0.7
0.147,-1.9197776232425823,0.7
0.148,-1.9234771201226644,0.7
0.149,-1.9271839751180928,0.7
0.15,-1.930896654116499,0.7
0.151,-1.9346136267414669,0.7
0.152,-1.9383333670852565,0.7
0.153,-1.9420543544296032,0.7
0.154,-1.9457750739539987,0.7
0.155,-1.9494940174308821,0.7
0.156,-1.9532096839071942,0.7
0.157,-1.9569205803717842,0.7
0.158,-1.9606252224081824,0.7
0.159,-1.9643221348322868,0.7
0.16,-1.9680098523145357,0.7
0.161,-1.9716869199861824,0.7
0.162,-1.9753518940293122,0.7
0.163,-1.9790033422502815,0.7
0.164,-1.9826398446362812,0.7
0.165,-1.9862599938947803,0.7
0.166,-1.9898623959756203,0.7
0.167,-1.9934456705755759,0.7
0.168,-1.9970084516252333,0.7
0.169,-2.000549387758068,0.7
0.17,-2.0040671427616306,0.7
0.171,-2.0075603960108084,0.7
0.17200000000000001,-2.011027842883128,0.7
0.17300000000000001,-2.0144681951561276,0.7
0.17400000000000002,-2.0178801813868454,0.7
0.17500000000000002,-2.0212625472735084,0.7
0.176,-2.0246140559995247,0.7
0.177,-2.027933488559937,0.7
0.178,-2.031219644070492,0.7
0.179,-2.03447134005954,0.7
0.18,-2.0376874127429825,0.7
0.181,-2.040866717282529,0.7
0.182,-2.0440081280275373,0.7
0.183,-2.04711053874074,0.7
0.184,-2.0501728628081852,0.7
0.185,-2.0531940334337397,0.7
0.186,-2.0561730038185186,0.7
0.187,-2.059108747325629,0.7
0.188,-2.062000257630635,0.7
0.189,-2.06484654885816,0.7
0.19,-2.067646655705067,0.7
0.191,-2.0703996335506623,0.7
0.192,-2.0731045585543835,0.7
0.193,-2.0757605277414517,0.7
0.194,-2.078366659076959,0.7
0.195,-2.080922091528892,0.7
0.196,-2.083425985120585,0.7
0.197,-2.0858775209731055,0.7
0.198,-2.0882759013380774,0.7
0.199,-2.0906203496214673,0.7
0.2,-2.092910110398824,0.7
0.201,-2.0951444494225058,0.7
0.202,-2.0973226536213954,0.7
0.203,-2.0994440310936255,0.7
0.20400000000000001,-2.1015079110928196,0.7
0.20500000000000002,-2.1035136440083466,0.7
0.20600000000000002,-2.1054606013401065,0.7
0.20700000000000002,-2.107348175668325,0.7
0.20800000000000002,-2.109175780618867,0.7
0.209,-2.1109428508245234,0.7
0.21,-2.1126488418827716,0.7
0.211,-2.114293230310456,0.7
0.212,-2.115875513495843,0.7
0.213,-2.1173952096485076,0.7
0.214,-2.118851857747461,0.7
0.215,-2.1202450174879592,0.7
0.216,-2.1215742692273833,0.7
0.217,-2.1228392139305976,0.7
0.218,-2.1240394731151477,0.7
0.219,-2.125174688796678,0.7
0.22,-2.126244523434912,0.7
0.221,-2.127248659880525,0.7
0.222,-2.128186801323227,0.7
0.223,-2.129058671241366,0.7
0.224,-2.129864013353325,0.7
0.225,-2.1306025915709768,0.7
0.226,-2.131274189955467,0.7
0.227,-2.131878612675524,0.7
0.228,-2.132415683968542,0.7
0.229,-2.1328852481046106,0.7
0.23,-2.1332871693536717,0.7
0.231,-2.133621331955971,0.7
0.232,-2.1338876400959315,0.7
0.233,-2.134086017879576,0.7
0.234,-2.134216409315596,0.7
0.23500000000000001,-2.1342787783001507,0.7
0.23600000000000002,-2.1342731086054627,0.7
0.23700000000000002,-2.1341994038722367,0.7
0.23800000000000002,-2.1340576876059476,0.7
0.23900000000000002,-2.1338480031769897,0.7
0.24,-2.133570413824665,0.7
0.241,-2.133225002664995,0.7
0.242,-2.132811872702283,0.7
0.243,-2.1323311468443684,0.7
0.244,-2.131782967921465,0.7
0.245,-2.13116749870849,0.7
0.246,-2.1304849219507362,0.7
0.247,-2.129735440392748,0.7
0.248,-2.128919276810233,0.7
0.249,-2.1280366740448144,0.7
0.25,-2.1270878950414316,0.7
0.251,-2.126073222888153,0.7
0.252,-2.1249929608581724,0.7
0.253,-2.1238474324537204,0.7
0.254,-2.1226369814516275,0.7
0.255,-2.1213619719502335,0.7
0.256,-2.1200227884173453,0.7
0.257,-2.1186198357389143,0.7
0.258,-2.117153539268095,0.7
0.259,-2.1156243448743224,0.7
0.26,-2.1140327189920542,0.7
0.261,-2.1123791486687757,0.7
0.262,-2.110664141611881,0.7
0.263,-2.108888226234022,0.7
0.264,-2.107051951696489,0.7
0.265,-2.105155887950203,0.7
0.266,-2.1032006257738667,0.7
0.267,-2.101186776808822,0.7
0.268,-2.09911497359014,0.7
0.269,-2.096985869573487,0.7
0.27,-2.0948001391572637,0.7
0.271,-2.0925584776995496,0.7
0.272,-2.090261601529341,0.7
0.273,-2.08791024795159,0.7
0.274,-2.0855051752455482,0.7
0.275,-2.083047162655891,0.7
0.276,-2.0805370103761343,0.7
0.277,-2.077975539523817,0.7
0.278,-2.0753635921069487,0.7
0.279,-2.0727020309812136,0.7
0.28,-2.069991739797427,0.7
0.281,-2.0672336229387387,0.7
0.28200000000000003,-2.0644286054470893,0.7
0.28300000000000003,-2.061577632938433,0.7
0.28400000000000003,-2.05868167150624,0.7
0.28500000000000003,-2.0557417076128033,0.7
0.28600000000000003,-2.052758747967899,0.7
0.28700000000000003,-2.0497338193943317,0.7
0.28800000000000003,-2.0466679686799374,0.7
0.289,-2.0435622624156187,0.7
0.29,-2.0404177868190008,0.7
0.291,-2.0372356475433113,0.7
0.292,-2.034016969471124,0.7
0.293,-2.030762896492595,0.7
0.294,-2.0274745912678727,0.7
0.295,-2.0241532349733555,0.7
0.296,-2.0208000270315205,0.7
0.297,-2.0174161848240493,0.7
0.298,-2.0140029433880215,0.7
0.299,-2.0105615550949523,0.7
0.3,-2.0070932893124924,0.7
0.301,-2.003599432048647,0.7
0.302,-2.0000812855783625,0.7
0.303,-1.996540168052407,0.7
0.304,-1.9929774130884592,0.7
0.305,-1.989394369344395,0.7
0.306,-1.9857924000737466,0.7
0.307,-1.9821728826633827,0.7
0.308,-1.9785372081534653,0.7
0.309,-1.9748867807397907,0.7
0.31,-1.9712230172586356,0.7
0.311,-1.967547346654289,0.7
0.312,-1.9638612094294654,0.7
0.313,-1.9601660570788306,0.7
0.314,-1.9564633515059224,0.7
0.315,-1.9527545644237572,0.7
0.316,-1.949041176739474,0.7
0.317,-1.945324677923371,0.7
0.318,-1.9416065653627594,0.7
0.319,-1.9378883437010526,0.7
0.32,-1.9341715241625606,0.7
0.321,-1.9304576238635054,0.7
0.322,-1.9267481651097507,0.7
0.323,-1.9230446746818455,0.7
0.324,-1.9193486831079216,0.7
0.325,-1.9156617239250826,0.7
0.326,-1.91198533292991,0.7
0.327,-1.9083210474187373,0.7
0.328,-1.904670405418389,0.7
0.329,-1.9010349449080595,0.7
0.33,-1.8974162030330737,0.7
0.331,-1.893815715311253,0.7
0.332,-1.8902350148326343,0.7
0.333,-1.8866756314533202,0.7
0.334,-1.883139090984228,0.7
0.335,-1.8796269143755238,0.7
0.336,-1.8761406168975414,0.7
0.337,-1.8726817073189883,0.7
0.338,-1.8692516870832359,0.7
0.339,-1.8658520494835225,0.7
0.34,-1.8624842788378544,0.7
0.341,-1.859149849664437,0.7
0.342,-1.855850225858429,0.7
0.343,-1.8525868598708337,0.7
0.34400000000000003,-1.8493611918903063,0.7
0.34500000000000003,-1.846174649028689,0.7
0.34600000000000003,-1.843028644511036,0.7
0.34700000000000003,-1.8399245768709065,0.7
0.34800000000000003,-1.8368638291516817,0.7
0.34900000000000003,-1.8338477681146443,0.7
0.35000000000000003,-1.8308777434545505,0.7
0.35100000000000003,-1.8279550870234207,0.7
0.352,-1.8250302098603806,0.7
0.353,-1.8221030996114882,0.7
0.354,-1.8191737447582552,0.7
0.355,-1.8162421346164948,0.7
0.356,-1.8133082593343213,0.7
0.357,-1.8103721098893057,0.7
0.358,-1.8074336780847764,0.7
0.359,-1.8044929565452765,0.7
0.36,-1.8015499387111777,0.7
0.361,-1.79860461883246,0.7
0.362,-1.795656991961656,0.7
0.363,-1.7927070539459864,0.7
0.364,-1.7897548014186846,0.7
0.365,-1.7868002317895328,0.7
0.366,-1.783843343234623,0.7
0.367,-1.780884134685361,0.7
0.368,-1.77792260581674,0.7
0.369,-1.774958757034888,0.7
0.37,-1.7719925894639434,0.7
0.371,-1.7690241049322557,0.7
0.372,-1.7660533059579535,0.7
0.373,-1.7630801957339095,0.7
0.374,-1.7601047781121277,0.7
0.375,-1.757127057587593,0.7
0.376,-1.7541470392816123,0.7
0.377,-1.751164728924679,0.7
0.378,-1.7481801328389146,0.7
0.379,-1.7451932579201008,0.7
0.38,-1.7422041116193592,0.7
0.381,-1.7392127019245232,0.7
0.382,-1.7362190373412174,0.7
0.383,-1.733223126873721,0.7
0.384,-1.730224980005623,0.7
0.385,-1.7272246066803465,0.7
0.386,-1.724222017281554,0.7
0.387,-1.7212172226134994,0.7
0.388,-1.7182102338813632,0.7
0.389,-1.7152010626716123,0.7
0.39,-1.7121897209324306,0.7
0.391,-1.7091762209542711,0.7
0.392,-1.7061605753505535,0.7
0.393,-1.70314279703857,0.7
0.394,-1.7001228992206396,0.7
0.395,-1.69710089536553,0.7
0.396,-1.6940767991902224,0.7
0.397,-1.691050624642033,0.7
0.398,-1.6880223858811316,0.7
0.399,-1.684992097263514,0.7
0.4,-1.6819597733244365,0.7
0.401,-1.6789254287623745,0.7
0.402,-1.6758890784235199,0.7
0.403,-1.6728507372868542,0.7
0.404,-1.6698104204498314,0.7
0.405,-1.6667681431146928,0.7
0.406,-1.663723920575448,0.7
0.40700000000000003,-1.660677768205538,0.7
0.40800000000000003,-1.657629701446206,0.7
0.40900000000000003,-1.654579735795604,0.7
0.41000000000000003,-1.6515278867986485,0.7
0.41100000000000003,-1.6484741700376304,0.7
0.41200000000000003,-1.6454186011236231,0.7
0.41300000000000003,-1.6423611956886681,0.7
0.41400000000000003,-1.6393019693787725,0.7
0.41500000000000004,-1.6362409378477114,0.7
0.41600000000000004,-1.63317811675166,0.7
0.417,-1.6301135217446276,0.7
0.418,-1.6270471684747356,0.7
0.419,-1.623979072581303,0.7
0.42,-1.6209092496927546,0.7
0.421,-1.6178377154253507,0.7
0.422,-1.6147644853827217,0.7
0.423,-1.6116895751561913,0.7
0.424,-1.6086130003259065,0.7
0.425,-1.6055347764627275,0.7
0.426,-1.6024549191308814,0.7
0.427,-1.5993734438913627,0.7
0.428,-1.5962903663060537,0.7
0.429,-1.5932057019425443,0.7
0.43,-1.5901194663796474,0.7
0.431,-1.5870316752135452,0.7
0.432,-1.5839423440645994,0.7
0.433,-1.5808514885847362,0.7
0.434,-1.5777591244654268,0.7
0.435,-1.5746652674461998,0.7
0.436,-1.57156993332368,0.7
0.437,-1.5684731379610959,0.7
0.438,-1.565374897298252,0.7
0.439,-1.562275227361896,0.7
0.44,-1.559174144276481,0.7
0.441,-1.5560716642752617,0.7
0.442,-1.5529678037116952,0.7
0.443,-1.5498625790711174,0.7
0.444,-1.5467560069826405,0.7
0.445,-1.5436481042312469,0.7
0.446,-1.5405388877700368,0.7
0.447,-1.537428374732583,0.7
0.448,-1.5343165824453653,0.7
0.449,-1.531203528440244,0.7
0.45,-1.5280892304669251,0.7
0.451,-1.5249737065053761,0.7
0.452,-1.5218569747781778,0.7
0.453,-1.5187390537627454,0.7
0.454,-1.5156199622033952,0.7
0.455,-1.5124997191232161,0.7
0.456,-1.509378343835719,0.7
0.457,-1.5062558559562085,0.7
0.458,-1.5031322754128684,0.7
0.459,-1.5000076224574919,0.7
0.46,-1.496881917675875,0.7
0.461,-1.4937551819977752,0.7
0.462,-1.4906274367064736,0.7
0.463,-1.4874987034478533,0.7
0.464,-1.4843690042390065,0.7
0.465,-1.4812383614763203,0.7
0.466,-1.4781067979430222,0.7
0.467,-1.4749743368161692,0.7
0.468,-1.4718410016730434,0.7
0.46900000000000003,-1.4687068164969475,0.7
0.47000000000000003,-1.4655718056823765,0.7
0.47100000000000003,-1.462435994039538,0.7
0.47200000000000003,-1.4592994067982197,0.7
0.47300000000000003,-1.456162069610988,0.7
0.47400000000000003,-1.4530240085556905,0.7
0.47500000000000003,-1.4498852501372763,0.7
0.47600000000000003,-1.4467458212888964,0.7
0.47700000000000004,-1.4436057493723027,0.7
0.47800000000000004,-1.4404650621775303,0.7
0.47900000000000004,-1.4373237879218426,0.7
0.48,-1.4341819552479773,0.7
0.481,-1.431039593221648,0.7
0.482,-1.4278967313283282,0.7
0.483,-1.4247533994693242,0.7
0.484,-1.4216096279571229,0.7
0.485,-1.4184654475100302,0.7
0.486,-1.4153208892461215,0.7
0.487,-1.4121759846764803,0.7
0.488,-1.4090307656977714,0.7
0.489,-1.4058852645841373,0.7
0.49,-1.4027395139784353,0.7
0.491,-1.3995935468828442,0.7
0.492,-1.396447396648833,0.7
0.493,-1.393301096966523,0.7
0.494,-1.3901546818534634,0.7
0.495,-1.3870081856428396,0.7
0.496,-1.3838616429711141,0.7
0.497,-1.3807150887651467,0.7
0.498,-1.3775685582288055,0.7
0.499,-1.374422086829087,0.7
0.5,-1.3712757102817772,0.7
0.501,-1.3681294645366595,0.7
0.502,-1.3649833857623204,0.7
0.503,-1.3618375103305542,0.7
0.504,-1.3586918748003978,0.7
0.505,-1.3555465159018336,0.7
0.506,-1.3524014705191618,0.7
0.507,-1.3492567756740819,0.7
0.508,-1.3461124685085153,0.7
0.509,-1.3429685862671779,0.7
0.51,-1.339825166279935,0.7
0.511,-1.3366822459439707,0.7
0.512,-1.333539862705777,0.7
0.513,-1.3303980540430178,0.7
0.514,-1.3272568574462547,0.7
0.515,-1.3241163104005906,0.7
0.516,-1.320976450367235,0.7
0.517,-1.3178373147650237,0.7
0.518,-1.3146989409519065,0.7
0.519,-1.3115613662064334,0.7
0.52,-1.3084246277092557,0.7
0.521,-1.3052887625246647,0.7
0.522,-1.3021538075821812,0.7
0.523,-1.2990197996582307,0.7
0.524,-1.2958867753578982,0.7
0.525,-1.2927547710968064,0.7
0.526,-1.289623823083117,0.7
0.527,-1.2864939672996858,0.7
0.528,-1.2833652394863648,0.7
0.529,-1.2802376751224873,0.7
0.53,-1.2771113094095465,0.7
0.531,-1.2739861772540717,0.7
0.532,-1.270862313250726,0.7
0.533,-1.2677397516656281,0.7
0.534,-1.2646185264199108,0.7
0.535,-1.261498671073543,0.7
0.536,-1.258380218809398,0.7
0.537,-1.2552632024175967,0.7
0.538,-1.252147654280133,0.7
0.539,-1.249033606355784,0.7
0.54,-1.2459210901653108,0.7
0.541,-1.242810136776967,0.7
0.542,-1.2397007767923096,0.7
0.543,-1.2365930403323304,0.7
0.544,-1.2334869570239047,0.7
0.545,-1.2303825559865587,0.7
0.546,-1.227279865819579,0.7
0.547,-1.2241789145894497,0.7
0.548,-1.2210797298176246,0.7
0.549,-1.217982338468648,0.7
0.55,-1.2148867669386227,0.7
0.551,-1.2117930410440128,0.7
0.552,-1.2087011860108223,0.7
0.553,-1.2056112264641055,0.7
0.554,-1.2025231864178476,0.7
0.555,-1.1994370892652082,0.7
0.556,-1.196352957769113,0.7
0.557,-1.1932708140532284,0.7
0.558,-1.1901906795932877,0.7
0.559,-1.187112575208797,0.7
0.56,-1.1840365210551091,0.7
0.561,-1.1809625366158691,0.7
0.562,-1.1778906406958445,0.7
0.5630000000000001,-1.1748208514141236,0.7
0.5640000000000001,-1.171753186197698,0.7
0.5650000000000001,-1.168687661775433,0.7
0.5660000000000001,-1.1656242941724138,0.7
0.5670000000000001,-1.162563098704691,0.7
0.5680000000000001,-1.1595040899744067,0.7
0.5690000000000001,-1.1564472818653169,0.7
0.5700000000000001,-1.153392687538716,0.7
0.5710000000000001,-1.1503403194297448,0.7
0.5720000000000001,-1.1472901892441154,0.7
0.5730000000000001,-1.1442423079552313,0.7
0.5740000000000001,-1.1411966858017184,0.7
0.5750000000000001,-1.1381533322853628,0.7
0.5760000000000001,-1.1351122561694655,0.7
0.577,-1.1320734654776103,0.7
0.578,-1.1290369674928549,0.7
0.579,-1.126002768757342,0.7
0.58,-1.1229708750723404,0.7
0.581,-1.1199412914987068,0.7
0.582,-1.1169140223577863,0.7
0.583,-1.113889071232748,0.7
0.584,-1.1108664409703586,0.7
0.585,-1.1078461336831964,0.7
0.586,-1.1048281507523043,0.7
0.587,-1.1018124928302964,0.7
0.588,-1.0987991598449103,0.7
0.589,-1.0957881510030116,0.7
0.59,-1.0927794647950417,0.7
0.591,-1.0897730989999381,0.7
0.592,-1.0867690506904886,0.7
0.593,-1.0837673162391646,0.7
0.594,-1.0807678913243848,0.7
0.595,-1.0777707709372635,0.7
0.596,-1.074775949388794,0.7
0.597,-1.0717834203175052,0.7
0.598,-1.0687931766975538,0.7
0.599,-1.0658052108472873,0.7
0.6,-1.0628195144382495,0.7
0.601,-1.0598360785046346,0.7
0.602,-1.0568548934531794,0.7
0.603,-1.0538759490735092,0.7
0.604,-1.0508992345489006,0.7
0.605,-1.0479247384674881,0.7
0.606,-1.0449524488338842,0.7
0.607,-1.0419823530812167,0.7
0.608,-1.0390144380835764,0.7
0.609,-1.036048690168851,0.7
0.61,-1.033085095131968,0.7
0.611,-1.0301236382484884,0.7
0.612,-1.0271643042885934,0.7
0.613,-1.0242070775313987,0.7
0.614,-1.0212519417796315,0.7
0.615,-1.0182988803746138,0.7
0.616,-1.015347876211571,0.7
0.617,-1.0123989117552217,0.7
0.618,-1.0094519690556574,0.7
0.619,-1.0065070297644674,0.7
0.62,-1.0035640751511092,0.7
0.621,-1.0006230861195018,0.7
0.622,-0.9976840432248082,0.7
0.623,-0.9947469266904037,0.7
0.624,-0.9918117164249889,0.7
0.625,-0.9888783920398403,0.7
0.626,-0.9859469328661579,0.7
0.627,-0.9830173179724984,0.7
0.628,-0.9800895261822617,0.7
0.629,-0.9771635360912043,0.7
0.63,-0.9742393260849429,0.7
0.631,-0.9713168743564413,0.7
0.632,-0.9683961589234293,0.7
0.633,-0.9654771576457453,0.7
0.634,-0.962559848242547,0.7
0.635,-0.9596442083093812,0.7
0.636,-0.9567302153350745,0.7
0.637,-0.9538178467184153,0.7
0.638,-0.9509070797845922,0.7
0.639,-0.947997891801359,0.7
0.64,-0.9450902599948972,0.7
0.641,-0.9421841615653399,0.7
0.642,-0.9392795737019313,0.7
0.643,-0.936376473597786,0.7
0.644,-0.9334748384642211,0.7
0.645,-0.930574645544624,0.7
0.646,-0.927675872127832,0.7
0.647,-0.9247784955609895,0.7
0.648,-0.9218824932618652,0.7
0.649,-0.9189878427305782,0.7
0.65,-0.9160945215607352,0.7
0.651,-0.9132025074499204,0.7
0.652,-0.9103117782095485,0.7
0.653,-0.9074223117740168,0.7
0.654,-0.9045340862091766,0.7
0.655,-0.9016470797200604,0.7
0.656,-0.8987612706578751,0.7
0.657,-0.8958766375262321,0.7
0.658,-0.8929931589865934,0.7
0.659,-0.8901108138629272,0.7
0.66,-0.8872295811455526,0.7
0.661,-0.8843494399941605,0.7
0.662,-0.881470369740013,0.7
0.663,-0.8785923498872972,0.7
0.664,-0.8757153601136434,0.7
0.665,-0.8728393802697934,0.7
0.666,-0.8699643903784242,0.7
0.667,-0.8670903706321145,0.7
0.668,-0.8642173013904912,0.7
0.669,-0.8613451631765123,0.7
0.67,-0.8584739366719383,0.7
0.671,-0.8556036027119767,0.7
0.672,-0.8527341422791217,0.7
0.673,-0.8498655364961998,0.7
0.674,-0.8469977666186495,0.7
0.675,-0.8441308140260322,0.7
0.676,-0.841264660212822,0.7
0.677,-0.8383992867784844,0.7
0.678,-0.8355346754168611,0.7
0.679,-0.8326708079049165,0.7
0.68,-0.8298076660908595,0.7
0.681,-0.826945231881659,0.7
0.682,-0.8240834872300233,0.7
0.683,-0.8212224141208466,0.7
0.684,-0.818361994557181,0.7
0.685,-0.8155022105457661,0.7
0.686,-0.812643044082165,0.7
0.687,-0.8097844771355298,0.7
0.6880000000000001,-0.8069264916330798,0.7
0.6890000000000001,-0.8040690694442922,0.7
0.6900000000000001,-0.8012121923648952,0.7
0.6910000000000001,-0.7983558421006762,0.7
0.6920000000000001,-0.7955000002511774,0.7
0.6930000000000001,-0.792644648293324,0.7
0.6940000000000001,-0.7897897675650309,0.7
0.6950000000000001,-0.7869353392488367,0.7
0.6960000000000001,-0.7840813443556289,0.7
0.6970000000000001,-0.7812277637085003,0.7
0.6980000000000001,-0.7783745779267939,0.7
0.6990000000000001,-0.7755217674103854,0.7
0.7000000000000001,-0.7726693123242594,0.7
0.7010000000000001,-0.7698171925834245,0.7
0.7020000000000001,-0.7669653878382192,0.7
0.7030000000000001,-0.7641139284491079,0.7
0.704,-0.7612628448881456,0.7
0.705,-0.7584121677342441,0.7
0.706,-0.7555619276684222,0.7
0.707,-0.7527121554690268,0.7
0.708,-0.7498628820069371,0.7
0.709,-0.7470141382407469,0.7
0.71,-0.7441659552119386,0.7
0.711,-0.7413183640400458,0.7
0.712,-0.7384713959178129,0.7
0.713,-0.7356250821063508,0.7
0.714,-0.7327794539302968,0.7
0.715,-0.7299345427729786,0.7
0.716,-0.7270903800715907,0.7
0.717,-0.7242469973123828,0.7
0.718,-0.7214044260258614,0.7
0.719,-0.718562697782021,0.7
0.72,-0.7157218441855893,0.7
0.721,-0.7128818968713109,0.7
0.722,-0.7100428874992559,0.7
0.723,-0.7072048477501625,0.7
0.724,-0.7043678093208232,0.7
0.725,-0.7015318039195062,0.7
0.726,-0.6986968632614303,0.7
0.727,-0.6958630190642818,0.7
0.728,-0.6930303030437877,0.7
0.729,-0.6901987469093331,0.7
0.73,-0.687368382359649,0.7
0.731,-0.6845392410785518,0.7
0.732,-0.6817113547307585,0.7
0.733,-0.6788847549577426,0.7
0.734,-0.6760594733736891,0.7
0.735,-0.6732355415614997,0.7
0.736,-0.670412991068881,0.7
0.737,-0.6675918534044971,0.7
0.738,-0.6647721600342216,0.7
0.739,-0.6619539423774459,0.7
0.74,-0.6591372318034843,0.7
0.741,-0.6563220596280601,0.7
0.742,-0.6535084571098722,0.7
0.743,-0.6506964554472532,0.7
0.744,-0.6478860857749176,0.7
0.745,-0.6450773791607958,0.7
0.746,-0.6422703666029648,0.7
0.747,-0.6394650790266603,0.7
0.748,-0.6366615472813919,0.7
0.749,-0.6338598021381525,0.7
0.75,-0.6310598742867182,0.7
0.751,-0.6282617943330404,0.7
0.752,-0.6254655927967434,0.7
0.753,-0.6226713001087081,0.7
0.754,-0.6198789466087611,0.7
0.755,-0.617088562543449,0.7
0.756,-0.6143001780639228,0.7
0.757,-0.611513823223909,0.7
