ktau,mean_delta,std_delta,dist0
0.35,-1.3367880540495526e-12,1.5959839436772052e-12,1.3367880540495526e-12
0.7,-4.547473508864641e-13,0.0,4.547473508864641e-13
1.4,-3.6177151414511167e-12,2.722572108264337e-14,3.6177151414511167e-12
2.8,2.8940786891362038e-08,7.710338398749956e-07,2.6680284291202925e-07
4.199999999999999,7.384527535003127e-07,0.00022880915826685886,0.00010460159359529635
5.6,-0.03439055110363093,3.1412434560327154,3.1414316924303978
8.399999999999999,-6.503652916804603e-05,0.0025225604571439044,0.001437630129686303
