t,delta,kappa_tau
0.0,-1.9500000000000002,4.199999999999999
0.001,-1.927704966839907,4.199999999999999
0.002,-1.905316761047135,4.199999999999999
0.003,-1.8828468835750334,4.199999999999999
0.004,-1.8603071454873314,4.199999999999999
0.005,-1.8377096465138585,4.199999999999999
0.006,-1.8150667519995693,4.199999999999999
0.007,-1.7923910683546875,4.199999999999999
0.008,-1.769695417129991,4.199999999999999
0.009000000000000001,-1.746992807856535,4.199999999999999
0.01,-1.724296409803108,4.199999999999999
0.011,-1.7016195228172544,4.199999999999999
0.012,-1.67897554742651,4.199999999999999
0.013000000000000001,-1.6563779543853794,4.199999999999999
0.014,-1.6338402538604084,4.199999999999999
0.015,-1.6113759644502932,4.199999999999999
0.016,-1.5889985822402473,4.199999999999999
0.017,-1.5667215500897878,4.199999999999999
0.018000000000000002,-1.544558227350663,4.199999999999999
0.019,-1.522521860206902,4.199999999999999
0.02,-1.5006255528219774,4.199999999999999
0.021,-1.4788822394689969,4.199999999999999
0.022,-1.457304657808799,4.199999999999999
0.023,-1.4359053234680568,4.199999999999999
0.024,-1.4146965060552146,4.199999999999999
0.025,-1.393690206736508,4.199999999999999
0.026000000000000002,-1.3728981374777727,4.199999999999999
0.027,-1.352331702040456,4.199999999999999
0.028,-1.3320019788025175,4.199999999999999
0.029,-1.3119197054569904,4.199999999999999
0.03,-1.292095265623178,4.199999999999999
0.031,-1.2725386773879797,4.199999999999999
0.032,-1.253259583777971,4.199999999999999
0.033,-1.2342672451467418,4.199999999999999
0.034,-1.2155705334468903,4.199999999999999
0.035,-1.197177928342043,4.199999999999999
0.036000000000000004,-1.179097515101538,4.199999999999999
0.037,-1.1613369842089785,4.199999999999999
0.038,-1.1439036326058711,4.199999999999999
0.039,-1.1268043664830065,4.199999999999999
0.04,-1.1100457055251267,4.199999999999999
0.041,-1.0936337885087601,4.199999999999999
0.042,-1.0775743801488362,4.199999999999999
0.043000000000000003,-1.0618728790867529,4.199999999999999
0.044,-1.0465343269109217,4.199999999999999
0.045,-1.0315634181003008,4.199999999999999
0.046,-1.0169645107820453,4.199999999999999
0.047,-1.0027416381959493,4.199999999999999
0.048,-0.9888985207607854,4.199999999999999
0.049,-0.9754385786408277,4.199999999999999
0.05,-0.9623649447146496,4.199999999999999
0.051000000000000004,-0.9496804778526355,4.199999999999999
0.052000000000000005,-0.9373877764144121,4.199999999999999
0.053,-0.9254891918824715,4.199999999999999
0.054,-0.913986842553594,4.199999999999999
0.055,-0.9028826272151007,4.199999999999999
0.056,-0.8921782387385031,4.199999999999999
0.057,-0.8818751775285927,4.199999999999999
0.058,-0.8719747647714611,4.199999999999999
0.059000000000000004,-0.8624781554302272,4.199999999999999
0.06,-0.8533863509423831,4.199999999999999
0.061,-0.8447002115775866,4.199999999999999
0.062,-0.8364204684194014,4.199999999999999
0.063,-0.8285477349388937,4.199999999999999
0.064,-0.8210825181321164,4.199999999999999
0.065,-0.8140252291973558,4.199999999999999
0.066,-0.8073761937315145,4.199999999999999
0.067,-0.8011356614282592,4.199999999999999
0.068,-0.7953038152634475,4.199999999999999
0.069,-0.7898807801559986,4.199999999999999
0.07,-0.7848666310946801,4.199999999999999
0.07100000000000001,-0.7802614007233513,4.199999999999999
0.07200000000000001,-0.77606508637898,4.199999999999999
0.073,-0.7722776565782916,4.199999999999999
0.074,-0.7688990569501986,4.199999999999999
0.075,-0.7659292156122461,4.199999999999999
0.076,-0.7633680479901797,4.199999999999999
0.077,-0.7612154610804387,4.199999999999999
0.078,-0.7594713571559026,4.199999999999999
0.079,-0.7581356369156027,4.199999999999999
0.08,-0.7572082020793567,4.199999999999999
0.081,-0.7566889574284392,4.199999999999999
0.082,-0.756577812293437,4.199999999999999
0.083,-0.7568746814904319,4.199999999999999
0.084,-0.7575794857065747,4.199999999999999
0.085,-0.7586921513360037,4.199999999999999
0.08600000000000001,-0.7602126097669379,4.199999999999999
0.08700000000000001,-0.7621407961206486,4.199999999999999
0.088,-0.764476647442907,4.199999999999999
0.089,-0.7672201003484429,4.199999999999999
0.09,-0.7703710881189259,4.199999999999999
0.091,-0.7739295372550514,4.199999999999999
0.092,-0.777895363483462,4.199999999999999
0.093,-0.7822684672194895,4.199999999999999
0.094,-0.7870487284871039,4.199999999999999
0.095,-0.7922360012979706,4.199999999999999
