status,fit_model,M_min,M_max,n_points,n_params,rms,A_M,A_M_se,A_sqrtM,A_sqrtM_se,A_logM,A_logM_se,F,F_se,b_inv_sqrt,b_inv_sqrt_se,b_inv,b_inv_se,knot,reference,DeltaF_pair,half_DeltaF_pair,max_common_modes,status_note
PASS_FIT,hk+inv_sqrt+inv,49,195,147,6,2.405137080065861e-15,-1.6649302298581355e-13,2.6525255773476503e-14,1.3635027124276277e-11,2.1590353151105422e-12,-1.0285454709468468e-10,1.6277547734963684e-11,4.728962024620686e-10,7.494095588126634e-11,-1.3541050829270574e-09,2.155150066992821e-10,1.643636875653179e-09,2.6423650137641275e-10,3_1,0_1,4.728962024620686e-10,2.364481012310343e-10,195,DIRECT_PAIR_SUBTRACTED_FIT_NO_SEPARATE_FK_MINUS_FREF
PASS_FIT,hk+inv_sqrt+inv,49,195,147,6,2.769404536905005e-15,-3.2927268123976997e-15,3.054260993706851e-14,-1.7102827177002722e-13,2.4860296930940547e-12,3.962392073556077e-12,1.8742846268729845e-11,-2.32524556185019e-11,8.629105797657637e-11,8.301487172715477e-11,2.481556008889775e-10,-1.329149108509557e-10,3.042561572863467e-10,4_1,0_1,-2.32524556185019e-11,-1.162622780925095e-11,195,DIRECT_PAIR_SUBTRACTED_FIT_NO_SEPARATE_FK_MINUS_FREF
