t,delta,kappa_tau
3.228,-0.0001341144938180605,0.35
3.229,-0.00013231273484848316,0.35
3.23,-0.00013052176602457166,0.35
3.231,-0.00012874153668462895,0.35
3.232,-0.00012697199636590994,0.35
3.233,-0.00012521309479041065,0.35
3.234,-0.00012346478192171162,0.35
3.235,-0.00012172700789392366,0.35
3.236,-0.00011999972306853124,0.35
3.237,-0.0001182828779775491,0.35
3.238,-0.00011657642339457652,0.35
3.239,-0.00011488031024953216,0.35
3.24,-0.00011319448969970836,0.35
3.241,-0.00011151891308713857,0.35
3.242,-0.00010985353195280823,0.35
3.243,-0.00010819829806507641,0.35
3.244,-0.00010655316334862164,0.35
3.245,-0.00010491807995549607,0.35
3.246,-0.00010329300020828214,0.35
3.247,-0.00010167787662851424,0.35
3.248,-0.0001000726619508896,0.35
3.249,-9.847730908063568e-05,0.35
3.25,-9.689177115035363e-05,0.35
3.251,-9.531600143475316e-05,0.35
3.2520000000000002,-9.374995343591763e-05,0.35
3.253,-9.219358081224982e-05,0.35
3.254,-9.064683744952617e-05,0.35
3.255,-8.910967741826425e-05,0.35
3.2560000000000002,-8.758205495951188e-05,0.35
3.257,-8.606392449905798e-05,0.35
3.258,-8.455524067585429e-05,0.35
3.259,-8.305595828517198e-05,0.35
3.2600000000000002,-8.156603233544502e-05,0.35
3.261,-8.008541799142677e-05,0.35
3.262,-7.861407063103343e-05,0.35
3.263,-7.715194580271145e-05,0.35
3.2640000000000002,-7.569899922543755e-05,0.35
3.265,-7.425518681714038e-05,0.35
3.266,-7.282046468048975e-05,0.35
3.267,-7.139478908868568e-05,0.35
3.2680000000000002,-6.997811648545849e-05,0.35
3.269,-6.857040352770127e-05,0.35
3.27,-6.717160701441571e-05,0.35
3.271,-6.578168394355544e-05,0.35
3.2720000000000002,-6.440059148360433e-05,0.35
3.273,-6.302828697357654e-05,0.35
3.274,-6.166472796564904e-05,0.35
3.275,-6.030987213989647e-05,0.35
3.2760000000000002,-5.896367737534547e-05,0.35
3.277,-5.7626101721552914e-05,0.35
3.278,-5.6297103412816796e-05,0.35
3.279,-5.4976640825543655e-05,0.35
3.2800000000000002,-5.366467254930285e-05,0.35
3.281,-5.236115731577229e-05,0.35
3.282,-5.1066054055581844e-05,0.35
3.283,-4.977932182725908e-05,0.35
3.2840000000000003,-4.850091990249439e-05,0.35
3.285,-4.723080768087584e-05,0.35
3.286,-4.596894477515434e-05,0.35
3.287,-4.471529095440019e-05,0.35
3.2880000000000003,-4.346980612979223e-05,0.35
3.289,-4.223245039725043e-05,0.35
3.29,-4.100318403743586e-05,0.35
3.291,-3.9781967458907275e-05,0.35
3.2920000000000003,-3.8568761254964556e-05,0.35
3.293,-3.7363526189437835e-05,0.35
3.294,-3.616622316826579e-05,0.35
3.295,-3.4976813282128205e-05,0.35
3.2960000000000003,-3.3795257792235134e-05,0.35
3.297,-3.262151810190517e-05,0.35
3.298,-3.14555557707763e-05,0.35
3.299,-3.0297332529016785e-05,0.35
3.3000000000000003,-2.914681027732513e-05,0.35
3.301,-2.8003951072719246e-05,0.35
3.302,-2.686871711432559e-05,0.35
3.303,-2.5741070771800878e-05,0.35
3.3040000000000003,-2.4620974585332078e-05,0.35
3.305,-2.3508391223003855e-05,0.35
3.306,-2.2403283551852837e-05,0.35
3.307,-2.1305614538391637e-05,0.35
3.3080000000000003,-2.0215347348084833e-05,0.35
3.309,-1.9132445302716405e-05,0.35
3.31,-1.805687183775717e-05,0.35
3.311,-1.698859060184077e-05,0.35
3.3120000000000003,-1.592756534307682e-05,0.35
3.313,-1.487375999431606e-05,0.35
3.314,-1.3827138630517766e-05,0.35
3.315,-1.2787665468749765e-05,0.35
3.3160000000000003,-1.1755304896610141e-05,0.35
3.317,-1.0730021429594672e-05,0.35
3.318,-9.711779767940243e-06,0.35
3.319,-8.70054472557058e-06,0.35
3.3200000000000003,-7.696281286939666e-06,0.35
3.321,-6.698954564399173e-06,0.35
3.322,-5.708529840831034e-06,0.35
3.323,-4.72497252701487e-06,0.35
3.3240000000000003,-3.7482481900497078e-06,0.35
3.325,-2.7783225533539735e-06,0.35
3.326,-1.8151614824546414e-06,0.35
3.327,-8.587309565655232e-07,0.35
3.3280000000000003,9.100286035845784e-08,0.35
3.329,1.034073690675541e-06,0.35
3.33,1.970515086213709e-06,0.35
3.331,2.9003604709032516e-06,0.35
3.332,3.823643126565912e-06,0.35
3.333,4.740396192914886e-06,0.35
3.334,5.650652667554823e-06,0.35
3.335,6.554445391770969e-06,0.35
3.336,7.451807107372588e-06,0.35
3.337,8.342770371427832e-06,0.35
3.338,9.227367627318017e-06,0.35
3.339,1.010563117631591e-05,0.35
3.34,1.0977593163374877e-05,0.35
3.341,1.18432856339723e-05,0.35
3.342,1.2702740463055306e-05,0.35
3.343,1.355598939767333e-05,0.35
3.344,1.440306405697811e-05,0.35
3.345,1.5243995918012843e-05,0.35
3.346,1.6078816315712174e-05,0.35
3.347,1.6907556471323915e-05,0.35
3.348,1.7730247435565616e-05,0.35
3.349,1.8546920159678848e-05,0.35
3.35,1.9357605467007488e-05,0.35
3.351,2.0162334024576012e-05,0.35
3.352,2.0961136371511202e-05,0.35
3.353,2.175404291904215e-05,0.35
3.354,2.254108395050025e-05,0.35
3.355,2.332228960710836e-05,0.35
3.356,2.4097689930613342e-05,0.35
3.357,2.4867314806442664e-05,0.35
3.358,2.5631193977915245e-05,0.35
3.359,2.6389357103084876e-05,0.35
3.36,2.714183366947509e-05,0.35
3.361,2.7888653050922585e-05,0.35
3.362,2.8629844507577218e-05,0.35
3.363,2.9365437171691156e-05,0.35
3.364,3.0095460033408017e-05,0.35
3.365,3.081994196918458e-05,0.35
3.366,3.153891171336909e-05,0.35
3.367,3.2252397900833785e-05,0.35
3.368,3.2960429024342375e-05,0.35
3.369,3.3663033462971725e-05,0.35
3.37,3.436023946790101e-05,0.35
3.371,3.505207516241171e-05,0.35
3.372,3.573856855609847e-05,0.35
3.373,3.641974753065824e-05,0.35
3.374,3.709563985410114e-05,0.35
3.375,3.776627316653958e-05,0.35
3.376,3.8431674994399145e-05,0.35
3.3770000000000002,3.9091872736207733e-05,0.35
3.378,3.9746893676806394e-05,0.35
3.379,4.039676497313849e-05,0.35
3.38,4.104151368267139e-05,0.35
3.3810000000000002,4.1681166734974795e-05,0.35
3.382,4.231575091750983e-05,0.35
3.383,4.294529293247251e-05,0.35
3.384,4.3569819354161154e-05,0.35
3.3850000000000002,4.418935664318724e-05,0.35
3.386,4.480393113226455e-05,0.35
3.387,4.541356906884175e-05,0.35
3.388,4.60182965440481e-05,0.35
3.3890000000000002,4.661813956374772e-05,0.35
3.39,4.72131240201179e-05,0.35
3.391,4.780327567743825e-05,0.35
3.392,4.838862018630152e-05,0.35
3.3930000000000002,4.896918308361364e-05,0.35
3.394,4.9544989821015406e-05,0.35
3.395,5.011606570803906e-05,0.35
3.396,5.068243594053001e-05,0.35
3.3970000000000002,5.1244125643279403e-05,0.35
3.398,5.1801159784758966e-05,0.35
3.399,5.235356323396445e-05,0.35
3.4,5.290136076041563e-05,0.35
3.4010000000000002,5.344457703415628e-05,0.35
3.402,5.398323658312165e-05,0.35
3.403,5.45173638641927e-05,0.35
3.404,5.504698319214185e-05,0.35
3.4050000000000002,5.557211881068724e-05,0.35
3.406,5.609279480722762e-05,0.35
3.407,5.6609035212318304e-05,0.35
3.408,5.712086391440607e-05,0.35
3.4090000000000003,5.762830473088343e-05,0.35
3.41,5.813138133703433e-05,0.35
3.411,5.8630117322877595e-05,0.35
3.412,5.912453616474522e-05,0.35
3.4130000000000003,5.961466125370407e-05,0.35
3.414,6.010051585292331e-05,0.35
3.415,6.058212312609612e-05,0.35
3.416,6.105950615165057e-05,0.35
3.4170000000000003,6.153268786590615e-05,0.35
3.418,6.200169114833898e-05,0.35
3.419,6.246653876473829e-05,0.35
3.42,6.29272533672065e-05,0.35
3.4210000000000003,6.338385750837006e-05,0.35
3.422,6.38363736413794e-05,0.35
3.423,6.428482411990899e-05,0.35
3.424,6.472923119815732e-05,0.35
3.4250000000000003,6.51696170308469e-05,0.35
3.426,6.560600368743508e-05,0.35
3.427,6.603841310948155e-05,0.35
3.428,6.646686716749173e-05,0.35
3.4290000000000003,6.689138760407332e-05,0.35
3.43,6.731199609077976e-05,0.35
3.431,6.772871418547766e-05,0.35
3.432,6.814156337497934e-05,0.35
3.4330000000000003,6.855056501819945e-05,0.35
3.434,6.895574040299834e-05,0.35
3.435,6.93571106893387e-05,0.35
3.436,6.97546969661289e-05,0.35
3.4370000000000003,7.014852022280138e-05,0.35
3.438,7.053860136352341e-05,0.35
3.439,7.09249611929863e-05,0.35
3.44,7.130762041640537e-05,0.35
3.4410000000000003,7.16865996253091e-05,0.35
3.442,7.206191935438255e-05,0.35
3.443,7.243360002462396e-05,0.35
3.444,7.280166197176641e-05,0.35
3.4450000000000003,7.316612546048873e-05,0.35
3.446,7.35270106133612e-05,0.35
3.447,7.388433749611067e-05,0.35
3.448,7.423812607498803e-05,0.35
3.4490000000000003,7.458839623097901e-05,0.35
3.45,7.493516775980424e-05,0.35
3.451,7.527846035770835e-05,0.35
3.452,7.561829362146e-05,0.35
3.4530000000000003,7.595468707677355e-05,0.35
3.454,7.628766013567656e-05,0.35
3.455,7.661723215335314e-05,0.35
3.456,7.69434223997223e-05,0.35
3.457,7.726625001680532e-05,0.35
3.458,7.758573408978009e-05,0.35
3.459,7.790189360434852e-05,0.35
3.46,7.821474747515822e-05,0.35
3.461,7.852431450316999e-05,0.35
3.462,7.883061344671205e-05,0.35
3.463,7.913366293621493e-05,0.35
3.464,7.943348151684404e-05,0.35
3.465,7.973008767692136e-05,0.35
3.466,8.002349981950374e-05,0.35
3.467,8.031373623396121e-05,0.35
3.468,8.060081515282036e-05,0.35
3.469,8.088475469492096e-05,0.35
3.47,8.11655729364702e-05,0.35
3.471,8.144328783998844e-05,0.35
3.472,8.171791729694178e-05,0.35
3.473,8.198947911353116e-05,0.35
3.474,8.225799101069242e-05,0.35
3.475,8.252347062409626e-05,0.35
3.476,8.278593553256997e-05,0.35
3.477,8.304540321546483e-05,0.35
3.478,8.330189106686703e-05,0.35
3.479,8.355541640980846e-05,0.35
3.48,8.380599646784503e-05,0.35
3.481,8.405364840768925e-05,0.35
3.482,8.429838931078848e-05,0.35
3.483,8.454023618753581e-05,0.35
3.484,8.477920594884836e-05,0.35
3.485,8.501531544879981e-05,0.35
3.486,8.524858144198788e-05,0.35
3.487,8.5479020611956e-05,0.35
3.488,8.570664958540419e-05,0.35
3.489,8.593148487534563e-05,0.35
3.49,8.615354295216093e-05,0.35
3.491,8.637284018675473e-05,0.35
3.492,8.658939287897738e-05,0.35
3.493,8.680321725762496e-05,0.35
3.494,8.701432949465016e-05,0.35
3.495,8.722274564831878e-05,0.35
3.496,8.742848172005324e-05,0.35
3.497,8.763155362601083e-05,0.35
3.498,8.78319772255054e-05,0.35
3.499,8.802976829258569e-05,0.35
3.5,8.822494254445701e-05,0.35
3.501,8.841751558463784e-05,0.35
3.5020000000000002,8.860750298822495e-05,0.35
3.503,8.879492023083912e-05,0.35
3.504,8.897978271704687e-05,0.35
3.505,8.916210580878214e-05,0.35
3.5060000000000002,8.934190474008119e-05,0.35
3.507,8.951919473076941e-05,0.35
3.508,8.969399088698538e-05,0.35
3.509,8.986630827223507e-05,0.35
3.5100000000000002,9.003616186475938e-05,0.35
3.511,9.020356657174489e-05,0.35
3.512,9.036853722932392e-05,0.35
3.513,9.053108860257453e-05,0.35
3.5140000000000002,9.069123539973134e-05,0.35
3.515,9.084899224376386e-05,0.35
3.516,9.100437370079817e-05,0.35
3.517,9.115739425169522e-05,0.35
3.5180000000000002,9.130806833468341e-05,0.35
3.519,9.1456410302726e-05,0.35
3.52,9.160243442352112e-05,0.35
3.521,9.174615493634519e-05,0.35
3.5220000000000002,9.188758598099867e-05,0.35
3.523,9.202674165464941e-05,0.35
3.524,9.216363595498933e-05,0.35
3.525,9.22982828512886e-05,0.35
3.5260000000000002,9.243069621334143e-05,0.35
3.527,9.25608898540986e-05,0.35
3.528,9.268887754387833e-05,0.35
3.529,9.281467295352286e-05,0.35
3.5300000000000002,9.2938289697031e-05,0.35
3.531,9.305974135997985e-05,0.35
3.532,9.31790414142597e-05,0.35
3.533,9.329620327491739e-05,0.35
3.5340000000000003,9.34112403143672e-05,0.35
3.535,9.352416583396916e-05,0.35
3.536,9.363499304981815e-05,0.35
3.537,9.374373514958734e-05,0.35
3.5380000000000003,9.385040523568478e-05,0.35
3.539,9.395501633946424e-05,0.35
3.54,9.405758147806864e-05,0.35
3.541,9.415811354074322e-05,0.35
3.5420000000000003,9.425662538831148e-05,0.35
3.543,9.435312981054267e-05,0.35
3.544,9.444763954036262e-05,0.35
3.545,9.454016726806458e-05,0.35
3.5460000000000003,9.463072558446584e-05,0.35
3.547,9.471932705196195e-05,0.35
3.548,9.480598414768338e-05,0.35
3.549,9.489070930612797e-05,0.35
3.5500000000000003,9.497351489073935e-05,0.35
3.551,9.50544132081177e-05,0.35
3.552,9.513341652223062e-05,0.35
3.553,9.521053701178062e-05,0.35
3.5540000000000003,9.528578679862676e-05,0.35
3.555,9.535917796199556e-05,0.35
3.556,9.543072251005924e-05,0.35
3.557,9.550043239414663e-05,0.35
3.5580000000000003,9.556831952295397e-05,0.35
3.559,9.563439571991239e-05,0.35
3.56,9.569867276582045e-05,0.35
3.561,9.576116238463328e-05,0.35
3.5620000000000003,9.582187624346261e-05,0.35
3.563,9.588082595257674e-05,0.35
3.564,9.593802306540056e-05,0.35
3.565,9.599347906430467e-05,0.35
3.5660000000000003,9.604720538902711e-05,0.35
3.567,9.609921343667338e-05,0.35
3.568,9.614951451908382e-05,0.35
3.569,9.619811990546623e-05,0.35
3.5700000000000003,9.624504082239582e-05,0.35
3.571,9.629028842539356e-05,0.35
3.572,9.633387381313696e-05,0.35
3.573,9.637580804167101e-05,0.35
3.5740000000000003,9.641610211019724e-05,0.35
3.575,9.645476694686295e-05,0.35
3.576,9.649181346560454e-05,0.35
3.577,9.65272524666716e-05,0.35
3.5780000000000003,9.656109475031371e-05,0.35
3.579,9.65933510457262e-05,0.35
3.58,9.662403202526093e-05,0.35
3.581,9.665314831863725e-05,0.35
3.5820000000000003,9.668071047030935e-05,0.35
3.583,9.670672901052058e-05,0.35
3.584,9.673121439846e-05,0.35
3.585,9.675417705068412e-05,0.35
3.586,9.677562734111689e-05,0.35
3.587,9.679557555841711e-05,0.35
3.588,9.68140319628219e-05,0.35
3.589,9.683100677193579e-05,0.35
3.59,9.684651013230905e-05,0.35
3.591,9.686055214785938e-05,0.35
3.592,9.687314286566107e-05,0.35
3.593,9.688429230436668e-05,0.35
3.594,9.689401041157453e-05,0.35
3.595,9.690230709225034e-05,0.35
3.596,9.690919219451644e-05,0.35
3.597,9.691467552386257e-05,0.35
3.598,9.691876685735679e-05,0.35
3.599,9.692147587259115e-05,0.35
3.6,9.692281224715771e-05,0.35
3.601,9.692278558759426e-05,0.35
3.602,9.692140544359518e-05,0.35
3.603,9.691868133643311e-05,0.35
3.604,9.691462274474816e-05,0.35
3.605,9.690923906191529e-05,0.35
3.606,9.690253966709861e-05,0.35
3.607,9.689453388261882e-05,0.35
3.608,9.688523098816404e-05,0.35
3.609,9.687464020657899e-05,0.35
3.61,9.686277073228666e-05,0.35
3.611,9.684963167444494e-05,0.35
3.612,9.683523214221168e-05,0.35
3.613,9.681958115947964e-05,0.35
3.614,9.680268775014156e-05,0.35
3.615,9.678456085282505e-05,0.35
3.616,9.676520936352517e-05,0.35
3.617,9.674464214981526e-05,0.35
3.618,9.672286802242525e-05,0.35
3.619,9.669989576366333e-05,0.35
3.62,9.667573408478347e-05,0.35
3.621,9.665039166861789e-05,0.35
3.622,9.662387714115539e-05,0.35
3.623,9.659619911417394e-05,0.35
3.624,9.656736612839723e-05,0.35
3.625,9.653738669612721e-05,0.35
3.626,9.650626925861161e-05,0.35
3.6270000000000002,9.647402224288726e-05,0.35
3.628,9.644065401914759e-05,0.35
3.629,9.640617291495346e-05,0.35
3.63,9.637058722944403e-05,0.35
3.6310000000000002,9.633390520491503e-05,0.35
3.632,9.629613504102963e-05,0.35
3.633,9.625728489481844e-05,0.35
3.634,9.621736289489036e-05,0.35
3.6350000000000002,9.61763770988e-05,0.35
3.636,9.613433554989115e-05,0.35
3.637,9.609124623466414e-05,0.35
3.638,9.604711711119762e-05,0.35
3.6390000000000002,9.600195610914852e-05,0.35
3.64,9.595577107290865e-05,0.35
3.641,9.590856983265894e-05,0.35
3.642,9.586036017594779e-05,0.35
3.6430000000000002,9.581114984769101e-05,0.35
3.644,9.576094656438272e-05,0.35
3.645,9.57097579856736e-05,0.35
3.646,9.565759174279265e-05,0.35
3.6470000000000002,9.560445541012541e-05,0.35
3.648,9.55503565478466e-05,0.35
3.649,9.549530264507666e-05,0.35
3.65,9.543930119093602e-05,0.35
3.6510000000000002,9.538235960349084e-05,0.35
3.652,9.532448527238557e-05,0.35
3.653,9.52656855446321e-05,0.35
3.654,9.520596773882062e-05,0.35
3.6550000000000002,9.514533913090872e-05,0.35
3.656,9.508380694001062e-05,0.35
3.657,9.50213783852405e-05,0.35
3.658,9.495806061465828e-05,0.35
3.6590000000000003,9.489386074790218e-05,0.35
3.66,9.48287858761887e-05,0.35
3.661,9.476284303389093e-05,0.35
3.662,9.469603924117109e-05,0.35
3.6630000000000003,9.462838147555885e-05,0.35
3.664,9.455987665774046e-05,0.35
3.665,9.44905316941913e-05,0.35
3.666,9.442035344875421e-05,0.35
3.6670000000000003,9.43493487284286e-05,0.35
3.668,9.427752434021386e-05,0.35
3.669,9.4204887034266e-05,0.35
3.67,9.413144353231928e-05,0.35
3.6710000000000003,9.405720049926458e-05,0.35
3.672,9.39821645857819e-05,0.35
3.673,9.390634239991869e-05,0.35
3.674,9.382974052130066e-05,0.35
3.6750000000000003,9.375236548692101e-05,0.35
3.676,9.367422380535118e-05,0.35
3.677,9.359532194253006e-05,0.35
3.678,9.3515666321764e-05,0.35
3.6790000000000003,9.343526335214847e-05,0.35
3.68,9.335411941435723e-05,0.35
3.681,9.327224081800978e-05,0.35
3.682,9.318963385851475e-05,0.35
3.6830000000000003,9.310630480285909e-05,0.35
3.684,9.302225987539714e-05,0.35
3.685,9.293750528627243e-05,0.35
3.686,9.285204718878504e-05,0.35
3.6870000000000003,9.276589172202421e-05,0.35
3.688,9.267904496823576e-05,0.35
3.689,9.25915129812438e-05,0.35
3.69,9.250330180066157e-05,0.35
3.6910000000000003,9.241441742346979e-05,0.35
3.692,9.232486580401655e-05,0.35
3.693,9.223465288243915e-05,0.35
3.694,9.214378455624228e-05,0.35
3.6950000000000003,9.205226669450894e-05,0.35
3.696,9.196010512368957e-05,0.35
3.697,9.186730564181289e-05,0.35
3.698,9.177387404690762e-05,0.35
3.6990000000000003,9.167981605173736e-05,0.35
3.7,9.15851373690657e-05,0.35
3.701,9.148984368323454e-05,0.35
3.702,9.139394062174233e-05,0.35
3.7030000000000003,9.129743381208755e-05,0.35
3.704,9.120032882492524e-05,0.35
3.705,9.110263123091045e-05,0.35
3.706,9.100434654385481e-05,0.35
3.7070000000000003,9.090548024914824e-05,0.35
3.708,9.080603780375895e-05,0.35
3.709,9.07060246504443e-05,0.35
3.71,9.060544617511823e-05,0.35
3.7110000000000003,9.050430774948381e-05,0.35
3.712,9.040261471682243e-05,0.35
3.713,9.030037239199373e-05,0.35
3.714,9.019758606143569e-05,0.35
3.715,9.009426096895368e-05,0.35
3.716,8.999040232993138e-05,0.35
3.717,8.988601534554164e-05,0.35
3.718,8.978110518853555e-05,0.35
3.719,8.967567698903167e-05,0.35
3.72,8.956973584872685e-05,0.35
3.721,8.946328682668536e-05,0.35
3.722,8.935633499618234e-05,0.35
3.723,8.92488853736495e-05,0.35
3.724,8.91409429613077e-05,0.35
3.725,8.903251270453438e-05,0.35
3.726,8.892359953449613e-05,0.35
3.727,8.881420838235954e-05,0.35
3.728,8.870434410823691e-05,0.35
3.729,8.859401158645142e-05,0.35
3.73,8.84832156344828e-05,0.35
3.731,8.837196104138911e-05,0.35
3.732,8.826025256780667e-05,0.35
3.733,8.814809498858267e-05,0.35
3.734,8.803549300751001e-05,0.35
3.735,8.79224512999599e-05,0.35
3.736,8.780897454130354e-05,0.35
3.737,8.769506737849042e-05,0.35
3.738,8.758073440162661e-05,0.35
3.739,8.74659802008182e-05,0.35
3.74,8.735080933774952e-05,0.35
3.741,8.723522634568326e-05,0.35
3.742,8.711923572946034e-05,0.35
3.743,8.700284196550001e-05,0.35
3.744,8.688604950179979e-05,0.35
3.745,8.676886277214635e-05,0.35
3.746,8.66512861676938e-05,0.35
3.747,8.653332407959624e-05,0.35
3.748,8.641498085637522e-05,0.35
3.749,8.629626081813058e-05,0.35
3.75,8.617716827075128e-05,0.35
3.751,8.605770747749375e-05,0.35
3.7520000000000002,8.593788271582525e-05,0.35
3.753,8.581769819215879e-05,0.35
3.754,8.56971581271182e-05,0.35
3.755,8.557626668448393e-05,0.35
3.7560000000000002,8.545502801382554e-05,0.35
3.757,8.533344625050177e-05,0.35
3.758,8.521152550144961e-05,0.35
3.759,8.508926983097354e-05,0.35
3.7600000000000002,8.496668331758883e-05,0.35
3.761,8.484376998296739e-05,0.35
3.762,8.472053383457023e-05,0.35
3.763,8.459697885143669e-05,0.35
3.7640000000000002,8.447310901260607e-05,0.35
3.765,8.434892825448514e-05,0.35
3.766,8.422444048505895e-05,0.35
3.767,8.409964959810168e-05,0.35
3.7680000000000002,8.397455945896581e-05,0.35
3.769,8.384917391879299e-05,0.35
3.77,8.372349680030311e-05,0.35
3.771,8.35975318977944e-05,0.35
3.7720000000000002,8.34712829913542e-05,0.35
3.773,8.334475384685902e-05,0.35
3.774,8.321794818755279e-05,0.35
3.775,8.30908697224686e-05,0.35
3.7760000000000002,8.296352214642866e-05,0.35
3.777,8.28359091258335e-05,0.35
3.778,8.270803428445106e-05,0.35
3.779,8.257990127447101e-05,0.35
3.7800000000000002,8.245151367702874e-05,0.35
3.781,8.232287508747049e-05,0.35
3.782,8.219398905850994e-05,0.35
3.783,8.206485911443906e-05,0.35
3.7840000000000003,8.193548877954981e-05,0.35
3.785,8.180588153550161e-05,0.35
3.786,8.167604086395386e-05,0.35
3.787,8.154597021814425e-05,0.35
3.7880000000000003,8.141567302288877e-05,0.35
3.789,8.128515268879255e-05,0.35
3.79,8.115441259803902e-05,0.35
3.791,8.102345611860073e-05,0.35
3.7920000000000003,8.089228660423942e-05,0.35
3.793,8.076090738029507e-05,0.35
3.794,8.062932175789683e-05,0.35
3.795,8.04975330055413e-05,0.35
3.7960000000000003,8.036554439172505e-05,0.35
3.797,8.023335918494467e-05,0.35
3.798,8.010098058264248e-05,0.35
3.799,7.996841181068248e-05,0.35
3.8000000000000003,7.983565603808529e-05,0.35
3.801,7.97027164338715e-05,0.35
3.802,7.956959615285086e-05,0.35
3.803,7.943629832141141e-05,0.35
3.8040000000000003,7.930282603751948e-05,0.35
3.805,7.916918238493054e-05,0.35
3.806,7.903537044740006e-05,0.35
3.807,7.890139326605095e-05,0.35
3.8080000000000003,7.876725388200612e-05,0.35
3.809,7.863295529375591e-05,0.35
3.81,7.849850049979068e-05,0.35
3.811,7.836389247017905e-05,0.35
3.8120000000000003,7.822913416077881e-05,0.35
3.813,7.809422851323689e-05,0.35
3.814,7.795917842656763e-05,0.35
3.815,7.782398682820713e-05,0.35
3.8160000000000003,7.768865657453716e-05,0.35
3.817,7.75531905361504e-05,0.35
3.818,7.741759155521777e-05,0.35
3.819,7.728186245969937e-05,0.35
3.8200000000000003,7.714600606334443e-05,0.35
3.821,7.701002515148048e-05,0.35
3.822,7.687392249522418e-05,0.35
3.823,7.673770085148135e-05,0.35
3.8240000000000003,7.660136296294695e-05,0.35
3.825,7.646491154389423e-05,0.35
3.826,7.632834929438559e-05,0.35
3.827,7.619167890027256e-05,0.35
3.8280000000000003,7.605490303319584e-05,0.35
3.829,7.59180243363744e-05,0.35
3.83,7.578104545302722e-05,0.35
3.831,7.564396899795156e-05,0.35
3.8320000000000003,7.550679755752299e-05,0.35
3.833,7.536953371811705e-05,0.35
3.834,7.523218005189847e-05,0.35
3.835,7.509473910261022e-05,0.35
3.8360000000000003,7.495721339978445e-05,0.35
3.837,7.481960545874244e-05,0.35
3.838,7.468191779480549e-05,0.35
3.839,7.454415286645144e-05,0.35
3.84,7.440631314636903e-05,0.35
3.841,7.426840107882526e-05,0.35
3.842,7.413041912229801e-05,0.35
3.843,7.399236967842171e-05,0.35
3.844,7.385425514883082e-05,0.35
3.845,7.371607792094892e-05,0.35
3.846,7.35778403537779e-05,0.35
3.847,7.343954480631965e-05,0.35
3.848,7.330119362336518e-05,0.35
3.849,7.316278912128382e-05,0.35
3.85,7.302433361644489e-05,0.35
3.851,7.2885829396796e-05,0.35
3.852,7.274727872186304e-05,0.35
3.853,7.260868386538277e-05,0.35
3.854,7.247004707267024e-05,0.35
3.855,7.233137057482963e-05,0.35
3.856,7.219265658875429e-05,0.35
3.857,7.205390731712669e-05,0.35
3.858,7.19151249342076e-05,0.35
3.859,7.177631161425779e-05,0.35
3.86,7.163746953153804e-05,0.35
3.861,7.14986008034657e-05,0.35
3.862,7.135970757587984e-05,0.35
3.863,7.122079193777608e-05,0.35
3.864,7.108185599236094e-05,0.35
3.865,7.094290184284091e-05,0.35
3.866,7.080393153557907e-05,0.35
3.867,7.066494713114935e-05,0.35
3.868,7.052595067591483e-05,0.35
3.869,7.038694418781688e-05,0.35
3.87,7.024792967058602e-05,0.35
3.871,7.010890914216361e-05,0.35
3.872,6.996988457785847e-05,0.35
3.873,6.983085793876853e-05,0.35
3.874,6.969183118599176e-05,0.35
3.875,6.955280626641525e-05,0.35
3.876,6.941378511271523e-05,0.35
3.8770000000000002,6.92747696433571e-05,0.35
3.878,6.913576173417368e-05,0.35
3.879,6.899676330363036e-05,0.35
3.88,6.88577762133491e-05,0.35
3.8810000000000002,6.871880232495187e-05,0.35
3.882,6.857984347163892e-05,0.35
3.883,6.844090151503224e-05,0.35
3.884,6.830197825991036e-05,0.35
3.8850000000000002,6.816307552526268e-05,0.35
3.886,6.802419510165691e-05,0.35
3.887,6.788533876544989e-05,0.35
3.888,6.77465083072093e-05,0.35
3.8890000000000002,6.760770547487027e-05,0.35
3.89,6.746893200215709e-05,0.35
3.891,6.733018963700488e-05,0.35
3.892,6.719148009892706e-05,0.35
3.8930000000000002,6.705280507901534e-05,0.35
3.894,6.691416629678315e-05,0.35
3.895,6.677556541490048e-05,0.35
3.896,6.663700409603734e-05,0.35
3.8970000000000002,6.649848401707459e-05,0.35
3.898,6.636000681226051e-05,0.35
3.899,6.62215741158434e-05,0.35
3.9,6.608318756207154e-05,0.35
3.9010000000000002,6.594484874256068e-05,0.35
3.902,6.580655926313739e-05,0.35
3.903,6.566832070120654e-05,0.35
3.904,6.553013463417301e-05,0.35
3.9050000000000002,6.539200262523082e-05,0.35
3.906,6.525392622336312e-05,0.35
3.907,6.51159069775531e-05,0.35
3.908,6.497794640836219e-05,0.35
3.9090000000000003,6.4840046022141e-05,0.35
3.91,6.470220733945098e-05,0.35
3.911,6.456443183822103e-05,0.35
3.912,6.442672099638003e-05,0.35
3.9130000000000003,6.428907629185687e-05,0.35
3.914,6.415149917415874e-05,0.35
3.915,6.401399110700368e-05,0.35
3.916,6.3876553525688e-05,0.35
3.9170000000000003,6.373918785129717e-05,0.35
3.918,6.360189549070583e-05,0.35
3.919,6.346467785078858e-05,0.35
3.92,6.332753630999832e-05,0.35
3.9210000000000003,6.319047227520969e-05,0.35
3.922,6.305348709645386e-05,0.35
3.923,6.291658215218376e-05,0.35
3.924,6.277975877821973e-05,0.35
3.9250000000000003,6.264301832459296e-05,0.35
