t,delta,kappa_tau
0.0,-1.9500000000000002,8.399999999999999
0.001,-1.9054099336798143,8.399999999999999
0.002,-1.8604438232912655,8.399999999999999
0.003,-1.8151396435592835,8.399999999999999
0.004,-1.7695372144508497,8.399999999999999
0.005,-1.7236780150672921,8.399999999999999
0.006,-1.677604974173799,8.399999999999999
0.007,-1.6313622396192389,8.399999999999999
0.008,-1.5849949294504837,8.399999999999999
0.009000000000000001,-1.5385488680222232,8.399999999999999
0.01,-1.4920703108247402,8.399999999999999
0.011,-1.445605662079791,8.399999999999999
0.012,-1.399201189373664,8.399999999999999
0.013000000000000001,-1.3529027396962892,8.399999999999999
0.014,-1.3067554612308703,8.399999999999999
0.015,-1.2608035350904216,8.399999999999999
0.016,-1.2150899209320338,8.399999999999999
0.017,-1.1696561200080557,8.399999999999999
0.018000000000000002,-1.124541958751665,8.399999999999999
0.019,-1.0797853954619945,8.399999999999999
0.02,-1.0354223520729207,8.399999999999999
0.021,-0.9914865723826849,8.399999999999999
0.022,-0.9480095075113741,8.399999999999999
0.023,-0.9050202287611482,8.399999999999999
0.024,-0.86254536749881,8.399999999999999
0.025,-0.8206090811775653,8.399999999999999
0.026000000000000002,-0.7792330441765767,8.399999999999999
0.027,-0.738436461771439,8.399999999999999
0.028,-0.6982361052602046,8.399999999999999
0.029,-0.6586463660589663,8.399999999999999
0.03,-0.61967932644579,8.399999999999999
0.031,-0.5813448445671097,8.399999999999999
0.032,-0.5436506513195098,8.399999999999999
0.033,-0.5066024567738996,8.399999999999999
0.034,-0.4702040639092169,8.399999999999999
0.035,-0.43445748755968694,8.399999999999999
0.036000000000000004,-0.3993630766440912,8.399999999999999
0.037,-0.36491963792880977,8.399999999999999
0.038,-0.3311245597707706,8.399999999999999
0.039,-0.2979739344850021,8.399999999999999
0.04,-0.26546267817838043,8.399999999999999
0.041,-0.23358464708175664,8.399999999999999
0.042,-0.2023327495931384,8.399999999999999
0.043000000000000003,-0.17169905341245872,8.399999999999999
0.044,-0.14167488730168198,8.399999999999999
0.045,-0.11225093714172196,8.399999999999999
0.046,-0.08341733607933177,8.399999999999999
0.047,-0.05516374866294704,8.399999999999999
0.048,-0.027479448956978736,8.399999999999999
0.049,-0.00035339270000811496,8.399999999999999
0.05,0.026225716365114504,8.399999999999999
0.051000000000000004,0.0522693658110418,8.399999999999999
0.052000000000000005,0.077789179278136,8.399999999999999
0.053,0.10279686641223584,8.399999999999999
0.054,0.12730417772019642,8.399999999999999
0.055,0.15132286406185402,8.399999999999999
0.056,0.17486464048970873,8.399999999999999
0.057,0.19794115414549296,8.399999999999999
0.058,0.22056395592490308,8.399999999999999
0.059000000000000004,0.24274447562736068,8.399999999999999
0.06,0.2644940003159526,8.399999999999999
0.061,0.2858236556230467,8.399999999999999
0.062,0.3067443897489688,8.399999999999999
0.063,0.32726695991408317,8.399999999999999
0.064,0.3474019210382058,8.399999999999999
0.065,0.3671596164352442,8.399999999999999
0.066,0.3865501703249943,8.399999999999999
0.067,0.4055834819779034,8.399999999999999
0.068,0.42426922132222167,8.399999999999999
0.069,0.44261682585610806,8.399999999999999
0.07,0.4606354987199026,8.399999999999999
0.07100000000000001,0.4783342077958115,8.399999999999999
0.07200000000000001,0.4957216857136473,8.399999999999999
0.073,0.5128064306520028,8.399999999999999
0.074,0.529596707834286,8.399999999999999
0.075,0.5461005516284194,8.399999999999999
0.076,0.562325768167721,8.399999999999999
0.077,0.5782799384185409,8.399999999999999
0.078,0.5939704216276711,8.399999999999999
0.079,0.6094043590893863,8.399999999999999
0.08,0.6245886781782497,8.399999999999999
0.081,0.6395300965995583,8.399999999999999
0.082,0.6542351268145468,8.399999999999999
0.083,0.6687100806022457,8.399999999999999
0.084,0.682961073724214,8.399999999999999
0.085,0.6969940306623159,8.399999999999999
0.08600000000000001,0.7108146894032621,8.399999999999999
0.08700000000000001,0.7244286062468555,8.399999999999999
0.088,0.7378411606177782,8.399999999999999
0.089,0.7510575598633755,8.399999999999999
0.09,0.76408284402223,8.399999999999999
0.091,0.7769218905504189,8.399999999999999
0.092,0.7895794189942498,8.399999999999999
0.093,0.8020599955999219,8.399999999999999
0.094,0.8143680378520965,8.399999999999999
0.095,0.8265078189346586,8.399999999999999
0.096,0.8384834721081682,8.399999999999999
0.097,0.8502989949995339,8.399999999999999
0.098,0.8619582538003776,8.399999999999999
0.099,0.8734649873713689,8.399999999999999
0.1,0.8848228112505545,8.399999999999999
0.101,0.8960352215642988,8.399999999999999
0.10200000000000001,0.9071055988400509,8.399999999999999
0.10300000000000001,0.9180372117205886,8.399999999999999
0.10400000000000001,0.9288332205798575,8.399999999999999
0.105,0.9394966810408283,8.399999999999999
0.106,0.9500305473961559,8.399999999999999
0.107,0.9604376759326518,8.399999999999999
0.108,0.970720828160827,8.399999999999999
0.109,0.9808826739509318,8.399999999999999
0.11,0.9909257945770946,8.399999999999999
0.111,1.0008526856712825,8.399999999999999
0.112,1.010665760088889,8.399999999999999
0.113,1.0203673506878808,8.399999999999999
0.114,1.0299597130234428,8.399999999999999
0.115,1.0394450279601575,8.399999999999999
0.116,1.0488254042037521,8.399999999999999
0.117,1.058102880754456,8.399999999999999
0.11800000000000001,1.067279429284076,8.399999999999999
0.11900000000000001,1.0763569564388087,8.399999999999999
0.12,1.0853373060698726,8.399999999999999
0.121,1.0942222613939823,8.399999999999999
0.122,1.1030135470856752,8.399999999999999
0.123,1.1117128313034685,8.399999999999999
0.124,1.1203217276518025,8.399999999999999
0.125,1.1288417970806686,8.399999999999999
0.126,1.137274549724796,8.399999999999999
0.127,1.1456214466842294,8.399999999999999
0.128,1.1538839017480722,8.399999999999999
0.129,1.1620632830631452,8.399999999999999
0.13,1.17016091474924,8.399999999999999
0.131,1.1781780784626283,8.399999999999999
0.132,1.1861160149094179,8.399999999999999
0.133,1.1939759253103066,8.399999999999999
0.134,1.2017589728182543,8.399999999999999
0.135,1.2094662838905172,8.399999999999999
0.136,1.2170989496164673,8.399999999999999
0.137,1.2246580270025724,8.399999999999999
0.138,1.2321445402158595,8.399999999999999
0.139,1.2395594817871372,8.399999999999999
0.14,1.2469038137752388,8.399999999999999
0.14100000000000001,1.2541784688934658,8.399999999999999
0.14200000000000002,1.261384351599406,8.399999999999999
0.14300000000000002,1.2685223391492526,8.399999999999999
0.14400000000000002,1.2755932826176934,8.399999999999999
0.145,1.2825980078844328,8.399999999999999
0.146,1.2895373165883584,8.399999999999999
0.147,1.2964119870503295,8.399999999999999
0.148,1.3032227751655325,8.399999999999999
0.149,1.3099704152663243,8.399999999999999
0.15,1.3166556209564462,8.399999999999999
0.151,1.323279085917462,8.399999999999999
0.152,1.3298414846882514,8.399999999999999
0.153,1.3363434734183564,8.399999999999999
0.154,1.3427856905959583,8.399999999999999
0.155,1.3491687577512277,8.399999999999999
0.156,1.3554932801357804,8.399999999999999
0.157,1.361759847378936,8.399999999999999
0.158,1.3679690341214652,8.399999999999999
0.159,1.3741214006274696,8.399999999999999
0.16,1.3802174933750493,8.399999999999999
0.161,1.3862578456263739,8.399999999999999
0.162,1.3922429779777374,8.399999999999999
0.163,1.3981733988902079,8.399999999999999
0.164,1.404049605201413,8.399999999999999
0.165,1.4098720826190139,8.399999999999999
0.166,1.4156413061964148,8.399999999999999
0.167,1.4213577407911977,8.399999999999999
0.168,1.4270218415068054,8.399999999999999
0.169,1.432634054117953,8.399999999999999
0.17,1.4381948154802373,8.399999999999999
0.171,1.4437045539244107,8.399999999999999
0.17200000000000001,1.4491636896357702,8.399999999999999
0.17300000000000001,1.454572635019086,8.399999999999999
0.17400000000000002,1.4599317950495063,8.399999999999999
0.17500000000000002,1.4652415676098505,8.399999999999999
0.176,1.4705023438146805,8.399999999999999
0.177,1.475714508321559,8.399999999999999
0.178,1.480878439629869,8.399999999999999
0.179,1.485994510367564,8.399999999999999
0.18,1.4910630875662196,8.399999999999999
0.181,1.4960845329247308,8.399999999999999
0.182,1.5010592030620096,8.399999999999999
0.183,1.505987449759015,8.399999999999999
0.184,1.510869620190439,8.399999999999999
0.185,1.515706057146386,8.399999999999999
0.186,1.520497099244329,8.399999999999999
0.187,1.5252430811316806,8.399999999999999
0.188,1.52994433367925,8.399999999999999
0.189,1.5346011841658935,8.399999999999999
0.19,1.5392139564546348,8.399999999999999
0.191,1.5437829711605247,8.399999999999999
0.192,1.5483085458105323,8.399999999999999
0.193,1.5527909949957044,8.399999999999999
0.194,1.5572306305158694,8.399999999999999
0.195,1.5616277615171317,8.399999999999999
0.196,1.565982694622396,8.399999999999999
0.197,1.5702957340551684,8.399999999999999
0.198,1.5745671817568638,8.399999999999999
0.199,1.5787973374978472,8.399999999999999
0.2,1.5829864989824296,8.399999999999999
0.201,1.587134961948042,8.399999999999999
0.202,1.5912430202587915,8.399999999999999
0.203,1.5953109659936011,8.399999999999999
0.20400000000000001,1.5993390895291544,8.399999999999999
0.20500000000000002,1.603327679617811,8.399999999999999
0.20600000000000002,1.607277023460714,8.399999999999999
0.20700000000000002,1.6111874067762475,8.399999999999999
0.20800000000000002,1.6150591138640493,8.399999999999999
0.209,1.6188924276647398,8.399999999999999
0.21,1.6226876298155384,8.399999999999999
0.211,1.6264450007019482,8.399999999999999
0.212,1.630164819505655,8.399999999999999
0.213,1.6338473642488074,8.399999999999999
0.214,1.6374929118348343,8.399999999999999
0.215,1.6411017380859416,8.399999999999999
0.216,1.6446741177774378,8.399999999999999
0.217,1.64821032466903,8.399999999999999
0.218,1.6517106315332262,8.399999999999999
0.219,1.6551753101809767,8.399999999999999
0.22,1.6586046314846854,8.399999999999999
0.221,1.6619988653987123,8.399999999999999
0.222,1.6653582809774994,8.399999999999999
0.223,1.6686831463914178,8.399999999999999
0.224,1.6719737289404746,8.399999999999999
0.225,1.6752302950659708,8.399999999999999
0.226,1.6784531103602296,8.399999999999999
0.227,1.6816424395744871,8.399999999999999
0.228,1.6847985466250588,8.399999999999999
0.229,1.687921694597871,8.399999999999999
0.23,1.6910121457514498,8.399999999999999
0.231,1.6940701615184643,8.399999999999999
0.232,1.6970960025059032,8.399999999999999
