t,delta,kappa_tau
1.584,0.8926234106878077,2.8
1.585,0.8947425491887557,2.8
1.586,0.8968167229246689,2.8
1.587,0.8988459141525134,2.8
1.588,0.900830107211231,2.8
1.589,0.9027692885121112,2.8
1.59,0.904663446529316,2.8
1.591,0.9065125717905573,2.8
1.592,0.9083166568678962,2.8
1.593,0.9100756963686791,2.8
1.594,0.9117896869266104,2.8
1.595,0.9134586271929486,2.8
1.596,0.9150825178278268,2.8
1.597,0.9166613614917125,2.8
1.598,0.918195162836966,2.8
1.599,0.9196839284995377,2.8
1.6,0.9211276670907615,2.8
1.601,0.9225263891892794,2.8
1.602,0.9238801073330549,2.8
1.603,0.925188836011511,2.8
1.604,0.9264525916577497,2.8
1.605,0.9276713926408924,2.8
1.606,0.9288452592584946,2.8
1.607,0.9299742137290679,2.8
1.608,0.9310582801846827,2.8
1.609,0.9320974846636538,2.8
1.61,0.9330918551033243,2.8
1.611,0.9340414213328962,2.8
1.612,0.9349462150663648,2.8
1.613,0.935806269895501,2.8
1.614,0.9366216212829137,2.8
1.615,0.9373923065551857,2.8
1.616,0.9381183648960416,2.8
1.617,0.9387998373395838,2.8
1.618,0.9394367667635919,2.8
1.619,0.9400291978828577,2.8
1.62,0.9405771772425631,2.8
1.621,0.9410807532117147,2.8
1.622,0.9415399759766032,2.8
1.623,0.9419548975342913,2.8
1.624,0.9423255716861583,2.8
1.625,0.9426520540314378,2.8
1.6260000000000001,0.9429344019608124,2.8
1.627,0.9431726746499969,2.8
1.6280000000000001,0.9433669330533689,2.8
1.629,0.943517239897588,2.8
1.6300000000000001,0.9436236596752359,2.8
1.631,0.943686258638472,2.8
1.6320000000000001,0.9437051047926737,2.8
1.633,0.9436802678900946,2.8
1.6340000000000001,0.9436118194235128,2.8
1.635,0.9434998326198674,2.8
1.6360000000000001,0.943344382433903,2.8
1.637,0.943145545541789,2.8
1.6380000000000001,0.9429034003347425,2.8
1.639,0.9426180269125979,2.8
1.6400000000000001,0.9422895070774153,2.8
1.641,0.9419179243269937,2.8
1.6420000000000001,0.9415033638484438,2.8
1.643,0.9410459125116653,2.8
1.6440000000000001,0.9405456588628205,2.8
1.645,0.940002693117787,2.8
1.6460000000000001,0.9394171071555668,2.8
1.647,0.9387889945116612,2.8
1.6480000000000001,0.9381184503714195,2.8
1.649,0.9374055715633212,2.8
1.6500000000000001,0.9366504565522575,2.8
1.651,0.9358532054327284,2.8
1.6520000000000001,0.9350139199220422,2.8
1.653,0.9341327033534412,2.8
1.6540000000000001,0.9332096606691707,2.8
1.655,0.9322448984135434,2.8
1.6560000000000001,0.9312385247259165,2.8
1.657,0.9301906493336389,2.8
1.6580000000000001,0.9291013835449426,2.8
1.659,0.9279708402417945,2.8
1.6600000000000001,0.9267991338726773,2.8
1.661,0.925586380445349,2.8
1.6620000000000001,0.9243326975195103,2.8
1.663,0.9230382041994609,2.8
1.6640000000000001,0.9217030211266781,2.8
1.665,0.9203272704723666,2.8
1.666,0.9189110759299126,2.8
1.667,0.9174545627073378,2.8
1.668,0.915957857519679,2.8
1.669,0.9144210885813102,2.8
1.67,0.9128443855982198,2.8
1.671,0.9112278797602542,2.8
1.672,0.9095717037332705,2.8
1.673,0.9078759916512986,2.8
1.674,0.9061408791086158,2.8
1.675,0.9043665031517634,2.8
1.676,0.9025530022715671,2.8
1.677,0.9007005163950872,2.8
1.678,0.8988091868774895,2.8
1.679,0.8968791564939487,2.8
1.68,0.8949105694314596,2.8
1.681,0.8929035712806126,2.8
1.682,0.8908583090273545,2.8
1.683,0.8887749310447042,2.8
1.684,0.8866535870844245,2.8
1.685,0.8844944282686704,2.8
1.686,0.8822976070816253,2.8
1.687,0.8800632773610673,2.8
1.688,0.8777915942899597,2.8
1.689,0.875482714387978,2.8
1.69,0.8731367955030365,2.8
1.691,0.8707539968027973,2.8
1.692,0.8683344787661298,2.8
1.693,0.8658784031746052,2.8
1.694,0.863385933103956,2.8
1.695,0.8608572329154924,2.8
1.696,0.8582924682475763,2.8
1.697,0.8556918060070373,2.8
1.698,0.8530554143605897,2.8
1.699,0.8503834627262847,2.8
1.7,0.8476761217649411,2.8
1.701,0.8449335633715549,2.8
1.702,0.8421559606667586,2.8
1.703,0.8393434879882662,2.8
1.704,0.8364963208823184,2.8
1.705,0.8336146360951773,2.8
1.706,0.8306986115645927,2.8
1.707,0.8277484264113184,2.8
1.708,0.8247642609306212,2.8
1.709,0.8217462965838251,2.8
1.71,0.8186947159898921,2.8
1.711,0.8156097029170013,2.8
1.712,0.8124914422741583,2.8
1.713,0.8093401201028385,2.8
1.714,0.8061559235686815,2.8
1.715,0.80293904095317,2.8
1.716,0.7996896616453668,2.8
1.717,0.7964079761336862,2.8
1.718,0.7930941759977088,2.8
1.719,0.7897484538999748,2.8
1.72,0.7863710035778837,2.8
1.721,0.782962019835594,2.8
1.722,0.7795216985359374,2.8
1.723,0.7760502365924111,2.8
1.724,0.7725478319611696,2.8
1.725,0.7690146836330385,2.8
1.726,0.7654509916256274,2.8
1.727,0.7618569569753788,2.8
1.728,0.7582327817297312,2.8
1.729,0.75457866893926,2.8
1.73,0.7508948226498262,2.8
1.731,0.7471814478948176,2.8
1.732,0.7434387506873534,2.8
1.733,0.7396669380125047,2.8
1.734,0.735866217819563,2.8
1.735,0.7320367990142813,2.8
1.736,0.7281788914511509,2.8
1.737,0.724292705925663,2.8
1.738,0.7203784541665641,2.8
1.739,0.7164363488280969,2.8
1.74,0.7124666034822624,2.8
1.741,0.7084694326110252,2.8
1.742,0.7044450515984835,2.8
1.743,0.700393676723067,2.8
1.744,0.6963155251496076,2.8
1.745,0.6922108149214523,2.8
1.746,0.6880797649524695,2.8
1.747,0.6839225950189913,2.8
1.748,0.6797395257517138,2.8
1.749,0.675530778627504,2.8
1.75,0.6712965759611293,2.8
1.7510000000000001,0.6670371408968592,2.8
1.752,0.6627526974000375,2.8
1.7530000000000001,0.6584434702484572,2.8
1.754,0.6541096850236627,2.8
1.7550000000000001,0.6497515681021042,2.8
1.756,0.6453693466464827,2.8
1.7570000000000001,0.6409632485972523,2.8
1.758,0.6365335026642782,2.8
1.7590000000000001,0.6320803383186515,2.8
1.76,0.6276039857846243,2.8
1.7610000000000001,0.6231046760316943,2.8
1.762,0.6185826407667676,2.8
1.7630000000000001,0.6140381124264422,2.8
1.764,0.6094713241693697,2.8
1.7650000000000001,0.6048825098687018,2.8
1.766,0.6002719041045879,2.8
1.7670000000000001,0.5956397421567559,2.8
1.768,0.5909862599971021,2.8
1.7690000000000001,0.5863116942823225,2.8
1.77,0.5816162823465589,2.8
1.7710000000000001,0.5769002621940942,2.8
1.772,0.5721638724919842,2.8
1.7730000000000001,0.5674073525626895,2.8
1.774,0.5626309423767424,2.8
1.7750000000000001,0.5578348825453077,2.8
1.776,0.553019414312736,2.8
1.7770000000000001,0.5481847795490538,2.8
1.778,0.5433312207424095,2.8
1.7790000000000001,0.5384589809914075,2.8
1.78,0.5335683039973986,2.8
1.7810000000000001,0.5286594340566921,2.8
1.782,0.5237326160526194,2.8
1.7830000000000001,0.5187880954475474,2.8
1.784,0.5138261182747357,2.8
1.7850000000000001,0.5088469311301296,2.8
1.786,0.503850781163969,2.8
1.7870000000000001,0.4988379160723042,2.8
1.788,0.49380858408837724,2.8
1.7890000000000001,0.48876303397385357,2.8
1.79,0.48370151500987646,2.8
1.7910000000000001,0.4786242769880431,2.8
1.792,0.47353157020116754,2.8
1.793,0.46842364543389436,2.8
1.794,0.4633007539531917,2.8
1.795,0.45816314749861675,2.8
1.796,0.4530110782724961,2.8
1.797,0.4478447989298644,2.8
1.798,0.44266456256827524,2.8
1.799,0.4374706227174556,2.8
1.8,0.4322632333287473,2.8
1.801,0.427042648764413,2.8
1.802,0.4218091237867796,2.8
1.803,0.4165629135471818,2.8
1.804,0.4113042735747783,2.8
1.805,0.4060334597651547,2.8
1.806,0.40075072836880565,2.8
1.807,0.3954563359794392,2.8
1.808,0.39015053952211787,2.8
1.809,0.38483359624124347,2.8
1.81,0.3795057636883854,2.8
1.811,0.3741672997099883,2.8
1.812,0.3688184624348878,2.8
1.813,0.3634595102616913,2.8
1.814,0.3580907018460593,2.8
1.815,0.35271229608780885,2.8
1.816,0.3473245521178825,2.8
1.817,0.3419277292852314,2.8
1.818,0.3365220871435426,2.8
1.819,0.3311078854378451,2.8
1.82,0.32568538409101677,2.8
1.821,0.3202548431902059,2.8
1.822,0.31481652297309637,2.8
1.823,0.3093706838141159,2.8
1.824,0.3039175862105523,2.8
1.825,0.29845749076854844,2.8
1.826,0.292990658189062,2.8
1.827,0.28751734925371863,2.8
1.828,0.28203782481060813,2.8
1.829,0.27655234576000254,2.8
1.83,0.27106117304003163,2.8
1.831,0.2655645676123086,2.8
1.832,0.2600627904474848,2.8
1.833,0.2545561025107901,2.8
1.834,0.24904476474752357,2.8
1.835,0.24352903806848758,2.8
1.836,0.23800918333546406,2.8
1.837,0.23248546134661296,2.8
1.838,0.2269581328218777,2.8
1.839,0.2214274583883764,2.8
1.84,0.21589369856581442,2.8
1.841,0.2103571137518614,2.8
1.842,0.2048179642075567,2.8
1.843,0.19927651004273628,2.8
1.844,0.19373301120146635,2.8
1.845,0.188187727447513,2.8
1.846,0.18264091834981144,2.8
1.847,0.17709284326799946,2.8
1.848,0.1715437613379862,2.8
1.849,0.1659939314575425,2.8
1.85,0.1604436122719619,2.8
1.851,0.15489306215977194,2.8
1.852,0.14934253921846619,2.8
1.853,0.14379230125035747,2.8
1.854,0.13824260574845937,2.8
1.855,0.13269370988243168,2.8
1.856,0.12714587048461823,2.8
1.857,0.1215993440361487,2.8
1.858,0.11605438665313983,2.8
1.859,0.11051125407294649,2.8
1.86,0.1049702016405405,2.8
1.861,0.09943148429494642,2.8
1.862,0.09389535655579806,2.8
1.863,0.08836207250997319,2.8
1.864,0.08283188579834899,2.8
1.865,0.07730504960262152,2.8
1.866,0.07178181663228145,2.8
1.867,0.06626243911165375,2.8
1.868,0.060747168767086634,2.8
1.869,0.05523625681420441,2.8
1.87,0.04972995394531665,2.8
1.871,0.044228510316955294,2.8
1.872,0.03873217553745434,2.8
1.873,0.03324119865472852,2.8
1.874,0.02775582814415145,2.8
1.875,0.02227631189651902,2.8
1.8760000000000001,0.01680289720618333,2.8
1.877,0.01133583075929323,2.8
1.8780000000000001,0.005875358622148497,2.8
1.879,0.000421726229710373,2.8
1.8800000000000001,-0.00502482162580975,2.8
1.881,-0.010464040806169805,2.8
1.8820000000000001,-0.01589568783826678,2.8
1.883,-0.021319519925100394,2.8
1.8840000000000001,-0.026735294956672817,2.8
1.885,-0.03214277152071787,2.8
1.8860000000000001,-0.03754170891331654,2.8
1.887,-0.042931867149427205,2.8
1.8880000000000001,-0.04831300697319563,2.8
1.889,-0.053684889868236496,2.8
1.8900000000000001,-0.05904727806774446,2.8
1.891,-0.06439993456447723,2.8
1.8920000000000001,-0.06974262312062507,2.8
1.893,-0.07507510827755937,2.8
1.8940000000000001,-0.08039715536547476,2.8
1.895,-0.08570853051287486,2.8
1.8960000000000001,-0.09100900065597273,2.8
1.897,-0.09629833354797768,2.8
1.8980000000000001,-0.10157629776823995,2.8
1.899,-0.10684266273129595,2.8
1.9000000000000001,-0.11209719869581392,2.8
1.901,-0.11733967677340473,2.8
1.9020000000000001,-0.12256986893736865,2.8
1.903,-0.12778754803127867,2.8
1.9040000000000001,-0.13299248777750705,2.8
1.905,-0.1381844627856097,2.8
1.9060000000000001,-0.14336324856067506,2.8
1.907,-0.14852862151150958,2.8
1.9080000000000001,-0.1536803589587592,2.8
1.909,-0.15881823914293136,2.8
1.9100000000000001,-0.1639420412323389,2.8
1.911,-0.16905154533093025,2.8
1.9120000000000001,-0.17414653248607692,2.8
1.913,-0.179226784696219,2.8
1.9140000000000001,-0.18429208491848925,2.8
1.915,-0.18934221707623067,2.8
1.9160000000000001,-0.19437696606640742,2.8
1.917,-0.19939611776703003,2.8
1.9180000000000001,-0.20439945904440293,2.8
1.919,-0.20938677776037906,2.8
1.92,-0.21435786277952928,2.8
1.921,-0.21931250397622648,2.8
1.922,-0.22425049224169413,2.8
1.923,-0.22917161949098386,2.8
1.924,-0.234075678669889,2.8
1.925,-0.23896246376184394,2.8
1.926,-0.24383176979470278,2.8
1.927,-0.24868339284753205,2.8
1.928,-0.25351713005731114,2.8
1.929,-0.2583327796256185,2.8
1.93,-0.2631301408252611,2.8
1.931,-0.26790901400684675,2.8
1.932,-0.2726692006053568,2.8
1.933,-0.2774105031466476,2.8
1.934,-0.2821327252539092,2.8
1.935,-0.2868356716541456,2.8
1.936,-0.29151914818454117,2.8
1.937,-0.29618296179887693,2.8
1.938,-0.3008269205738614,2.8
1.939,-0.30545083371546866,2.8
1.94,-0.310054511565248,2.8
1.941,-0.3146377656065624,2.8
1.942,-0.31920040847089837,2.8
1.943,-0.3237422539440544,2.8
1.944,-0.3282631169723942,2.8
1.945,-0.3327628136690066,2.8
1.946,-0.3372411613199233,2.8
1.947,-0.3416979783902647,2.8
1.948,-0.3461330845303934,2.8
1.949,-0.35054630058204594,2.8
1.95,-0.3549374485844723,2.8
1.951,-0.35930635178055326,2.8
1.952,-0.3636528346228758,2.8
1.953,-0.36797672277987203,2.8
1.954,-0.37227784314184476,2.8
1.955,-0.3765560238270851,2.8
1.956,-0.38081109418793346,2.8
1.957,-0.38504288481683346,2.8
1.958,-0.3892512275523714,2.8
1.959,-0.3934359554853373,2.8
1.96,-0.39759690296477146,2.8
1.961,-0.4017339056039688,2.8
1.962,-0.4058468002865254,2.8
1.963,-0.4099354251723497,2.8
1.964,-0.4139996197036879,2.8
1.965,-0.41803922461109266,2.8
1.966,-0.4220540819194625,2.8
1.967,-0.42604403495403176,2.8
1.968,-0.4300089283463251,2.8
1.969,-0.43394860804016133,2.8
1.97,-0.43786292129762217,2.8
1.971,-0.44175171670499935,2.8
1.972,-0.4456148441787633,2.8
1.973,-0.44945215497150315,2.8
1.974,-0.4532635016778528,2.8
1.975,-0.4570487382404096,2.8
1.976,-0.4608077199556533,2.8
1.977,-0.46454030347985054,2.8
1.978,-0.46824634683492405,2.8
1.979,-0.47192570941432876,2.8
1.98,-0.4755782519888996,2.8
1.981,-0.47920383671269207,2.8
1.982,-0.4828023271288231,2.8
1.983,-0.48637358817522625,2.8
1.984,-0.48991748619047115,2.8
1.985,-0.4934338889194976,2.8
1.986,-0.4969226655193779,2.8
1.987,-0.5003836865649873,2.8
1.988,-0.5038168240547307,2.8
1.989,-0.5072219514161844,2.8
1.99,-0.5105989435117166,2.8
1.991,-0.5139476766440936,2.8
1.992,-0.5172680285620501,2.8
1.993,-0.5205598784658179,2.8
1.994,-0.5238231070126318,2.8
1.995,-0.5270575963221802,2.8
1.996,-0.530263229982026,2.8
1.997,-0.5334398930530071,2.8
1.998,-0.5365874720745509,2.8
1.999,-0.5397058550699825,2.8
2.0,-0.5427949315517822,2.8
2.001,-0.5458545925267728,2.8
2.0020000000000002,-0.5488847305012641,2.8
2.003,-0.5518852394861753,2.8
2.004,-0.5548560150020663,2.8
2.005,-0.5577969540841323,2.8
2.0060000000000002,-0.5607079552871213,2.8
2.007,-0.5635889186902361,2.8
2.008,-0.566439745901917,2.8
2.009,-0.5692603400646092,2.8
2.0100000000000002,-0.572050605859431,2.8
2.011,-0.5748104495108066,2.8
2.012,-0.5775397787909995,2.8
2.013,-0.5802385030245674,2.8
2.0140000000000002,-0.5829065330928032,2.8
2.015,-0.5855437814380267,2.8
2.016,-0.5881501620678549,2.8
2.017,-0.5907255905593445,2.8
2.0180000000000002,-0.5932699840631059,2.8
2.019,-0.5957832613072824,2.8
2.02,-0.5982653426015005,2.8
2.021,-0.6007161498406575,2.8
2.0220000000000002,-0.6031356065086939,2.8
2.023,-0.6055236376822464,2.8
2.024,-0.6078801700341998,2.8
2.025,-0.6102051318371409,2.8
2.0260000000000002,-0.6124984529667401,2.8
2.027,-0.6147600649050275,2.8
2.028,-0.6169899007435475,2.8
2.029,-0.6191878951864425,2.8
2.0300000000000002,-0.6213539845534228,2.8
2.031,-0.6234881067826166,2.8
2.032,-0.6255902014333259,2.8
2.033,-0.627660209688699,2.8
2.0340000000000003,-0.6296980743582452,2.8
2.035,-0.6317037398802796,2.8
2.036,-0.6336771523242319,2.8
2.037,-0.6356182593928779,2.8
2.0380000000000003,-0.6375270104243853,2.8
2.039,-0.6394033563943253,2.8
2.04,-0.6412472499175266,2.8
2.041,-0.643058645249809,2.8
2.0420000000000003,-0.6448374982896041,2.8
2.043,-0.6465837665794609,2.8
2.044,-0.648297409307439,2.8
2.045,-0.6499783873083445,2.8
2.0460000000000003,-0.6516266630648744,2.8
2.047,-0.6532422007086396,2.8
2.048,-0.654824966021053,2.8
2.049,-0.6563749264340828,2.8
2.05,-0.657892051030899,2.8
2.051,-0.6593763105463779,2.8
2.052,-0.660827677367493,2.8
2.053,-0.6622461255335779,2.8
2.054,-0.6636316307364396,2.8
2.055,-0.6649841703203876,2.8
2.056,-0.666303723282077,2.8
2.057,-0.6675902702702885,2.8
2.058,-0.6688437935855163,2.8
2.059,-0.6700642771794776,2.8
2.06,-0.6712517066544663,2.8
2.061,-0.6724060692625713,2.8
2.062,-0.6735273539048166,2.8
2.063,-0.6746155511300813,2.8
2.064,-0.6756706531339987,2.8
2.065,-0.6766926537576339,2.8
2.066,-0.6776815484861132,2.8
2.067,-0.6786373344470391,2.8
2.068,-0.6795600104088635,2.8
2.069,-0.6804495767790826,2.8
2.07,-0.6813060356023186,2.8
2.071,-0.6821293905582806,2.8
2.072,-0.6829196469595971,2.8
2.073,-0.6836768117494998,2.8
2.074,-0.6844008934994434,2.8
2.075,-0.6850919024065405,2.8
2.076,-0.6857498502909039,2.8
2.077,-0.6863747505928544,2.8
2.078,-0.6869666183700289,2.8
2.079,-0.6875254702943394,2.8
2.08,-0.6880513246488391,2.8
2.081,-0.688544201324433,2.8
2.082,-0.6890041218165166,2.8
2.083,-0.6894311092214664,2.8
2.084,-0.6898251882330371,2.8
2.085,-0.6901863851385954,2.8
2.086,-0.6905147278153123,2.8
2.087,-0.6908102457261691,2.8
2.088,-0.6910729699159006,2.8
2.089,-0.6913029330068099,2.8
2.09,-0.6915001691944695,2.8
2.091,-0.6916647142433163,2.8
2.092,-0.691796605482125,2.8
2.093,-0.6918958817993968,2.8
2.094,-0.6919625836386274,2.8
2.095,-0.6919967529934468,2.8
2.096,-0.6919984334027092,2.8
2.097,-0.6919676699454129,2.8
2.098,-0.6919045092355489,2.8
2.099,-0.691808999416871,2.8
2.1,-0.691681190157496,2.8
2.101,-0.6915211326444606,2.8
2.102,-0.6913288795781583,2.8
2.103,-0.6911044851666404,2.8
2.104,-0.6908480051198822,2.8
2.105,-0.6905594966439068,2.8
2.106,-0.6902390184348093,2.8
2.107,-0.6898866306726745,2.8
2.108,-0.6895023950154524,2.8
2.109,-0.6890863745926694,2.8
2.11,-0.6886386339991049,2.8
2.111,-0.6881592392883675,2.8
2.112,-0.6876482579663872,2.8
2.113,-0.6871057589847993,2.8
2.114,-0.6865318127342874,2.8
2.115,-0.6859264910378542,2.8
2.116,-0.6852898671439647,2.8
2.117,-0.6846220157196754,2.8
2.118,-0.6839230128436711,2.8
2.119,-0.683192935999223,2.8
2.12,-0.682431864067091,2.8
2.121,-0.6816398773183749,2.8
2.122,-0.6808170574072818,2.8
2.123,-0.6799634873638212,2.8
2.124,-0.6790792515865007,2.8
2.125,-0.6781644358348871,2.8
2.126,-0.6772191272221662,2.8
2.1270000000000002,-0.6762434142076259,2.8
2.128,-0.6752373865890817,2.8
2.129,-0.6742011354952595,2.8
2.13,-0.6731347533781431,2.8
2.1310000000000002,-0.6720383340052294,2.8
2.132,-0.670911972451762,2.8
2.133,-0.6697557650929227,2.8
2.134,-0.668569809595958,2.8
2.1350000000000002,-0.6673542049122787,2.8
2.136,-0.6661090512694798,2.8
2.137,-0.6648344501633687,2.8
2.138,-0.6635305043498931,2.8
2.1390000000000002,-0.6621973178370624,2.8
2.14,-0.6608349958768258,2.8
2.141,-0.6594436449568732,2.8
2.142,-0.6580233727924352,2.8
2.1430000000000002,-0.6565742883180334,2.8
2.144,-0.6550965016791679,2.8
2.145,-0.6535901242239817,2.8
2.146,-0.652055268494891,2.8
2.1470000000000002,-0.6504920482201655,2.8
2.148,-0.6489005783054651,2.8
2.149,-0.647280974825371,2.8
2.15,-0.6456333550148159,2.8
2.1510000000000002,-0.6439578372605439,2.8
2.152,-0.6422545410924911,2.8
2.153,-0.64052358717516,2.8
2.154,-0.6387650972989078,2.8
2.1550000000000002,-0.63697919437125,2.8
2.156,-0.6351660024081056,2.8
2.157,-0.6333256465250088,2.8
2.158,-0.6314582529282831,2.8
2.1590000000000003,-0.6295639489062026,2.8
2.16,-0.6276428628200748,2.8
2.161,-0.6256951240953157,2.8
2.162,-0.6237208632125117,2.8
2.1630000000000003,-0.6217202116984026,2.8
2.164,-0.6196933021168931,2.8
2.165,-0.6176402680599509,2.8
2.166,-0.6155612441385401,2.8
2.1670000000000003,-0.6134563659735122,2.8
2.168,-0.611325770186447,2.8
2.169,-0.6091695943904583,2.8
2.17,-0.6069879771810136,2.8
2.1710000000000003,-0.6047810581266617,2.8
2.172,-0.6025489777597954,2.8
2.173,-0.6002918775673507,2.8
2.174,-0.59800989998147,2.8
2.1750000000000003,-0.5957031883701589,2.8
2.176,-0.5933718870279492,2.8
2.177,-0.5910161411664347,2.8
2.178,-0.5886360969049207,2.8
2.179,-0.5862319012609305,2.8
2.18,-0.5838037021407558,2.8
2.181,-0.5813516483299566,2.8
2.182,-0.5788758894838821,2.8
2.183,-0.5763765761181006,2.8
2.184,-0.5738538595988771,2.8
2.185,-0.5713078921335963,2.8
2.186,-0.5687388267611908,2.8
2.187,-0.5661468173425277,2.8
2.188,-0.563532018550795,2.8
2.189,-0.5608945858618739,2.8
2.19,-0.5582346755447034,2.8
2.191,-0.5555524446516102,2.8
2.192,-0.5528480510086666,2.8
2.193,-0.5501216532059914,2.8
2.194,-0.5473734105880723,2.8
2.195,-0.5446034832440674,2.8
2.196,-0.5418120319981128,2.8
2.197,-0.53899921839961,2.8
2.198,-0.5361652047135266,2.8
2.199,-0.5333101539106764,2.8
2.2,-0.5304342296579847,2.8
2.201,-0.5275375963087967,2.8
2.202,-0.5246204188931358,2.8
2.203,-0.5216828631080048,2.8
2.204,-0.5187250953076514,2.8
2.205,-0.5157472824938836,2.8
2.206,-0.5127495923063421,2.8
2.207,-0.5097321930127876,2.8
2.208,-0.5066952534994229,2.8
2.209,-0.5036389432612083,2.8
2.21,-0.5005634323921626,2.8
2.211,-0.4974688915757213,2.8
2.212,-0.49435549207504437,2.8
2.213,-0.4912234057234173,2.8
2.214,-0.48807280491456595,2.8
2.215,-0.4849038625930788,2.8
2.216,-0.48171675224479316,2.8
2.217,-0.4785116478872098,2.8
2.218,-0.4752887240599222,2.8
2.219,-0.47204815581509507,2.8
2.22,-0.46879011870789355,2.8
2.221,-0.46551478878701147,2.8
2.222,-0.4622223425851786,2.8
2.223,-0.45891295710969615,2.8
2.224,-0.4555868098330009,2.8
2.225,-0.45224407868325756,2.8
2.226,-0.4488849420349652,2.8
2.227,-0.44550957869962104,2.8
2.228,-0.4421181679163766,2.8
2.229,-0.4387108893427154,2.8
2.23,-0.43528792304523023,2.8
2.231,-0.4318494494903291,2.8
2.232,-0.4283956495350765,2.8
2.233,-0.42492670441799874,2.8
2.234,-0.4214427957499325,2.8
2.235,-0.41794410550492245,2.8
2.236,-0.41443081601114784,2.8
2.237,-0.4109031099418985,2.8
2.238,-0.40736117030655095,2.8
2.239,-0.4038051804416156,2.8
2.24,-0.4002353240018195,2.8
2.241,-0.3966517849511888,2.8
2.242,-0.3930547475542312,2.8
2.243,-0.3894443963671108,2.8
2.244,-0.38582091622888015,2.8
2.245,-0.38218449225274753,2.8
2.246,-0.37853530981740136,2.8
2.247,-0.3748735545583344,2.8
2.248,-0.37119941235926746,2.8
2.249,-0.3675130693435804,2.8
2.25,-0.3638147118657713,2.8
2.251,-0.36010452650300806,2.8
2.2520000000000002,-0.35638270004668016,2.8
2.253,-0.35264941949399997,2.8
2.254,-0.34890487203966813,2.8
2.255,-0.3451492450675744,2.8
2.2560000000000002,-0.34138272614251974,2.8
2.257,-0.33760550300200975,2.8
2.258,-0.33381776354809034,2.8
2.259,-0.3300196958392405,2.8
2.2600000000000002,-0.32621148808223666,2.8
2.261,-0.32239332862418024,2.8
2.262,-0.3185654059444687,2.8
2.263,-0.3147279086468444,2.8
2.2640000000000002,-0.31088102545151486,2.8
2.265,-0.30702494518727974,2.8
2.266,-0.30315985678372925,2.8
2.267,-0.29928594926345653,2.8
2.2680000000000002,-0.29540341173435536,2.8
2.269,-0.291512433381925,2.8
2.27,-0.2876132034616248,2.8
2.271,-0.2837059112912925,2.8
2.2720000000000002,-0.2797907462436058,2.8
2.273,-0.2758678977385358,2.8
2.274,-0.27193755523592245,2.8
2.275,-0.26799990822803466,2.8
2.2760000000000002,-0.26405514623217385,2.8
2.277,-0.2601034587833553,2.8
2.278,-0.2561450354270036,2.8
2.279,-0.25218006571168416,2.8
2.2800000000000002,-0.248208739181905,2.8
2.281,-0.24423124537091212,2.8
2.282,-0.24024777379357687,2.8
2.283,-0.23625851393927633,2.8
2.2840000000000003,-0.23226365526484472,2.8
2.285,-0.2282633871875248,2.8
2.286,-0.22425789907801175,2.8
2.287,-0.22024738025348967,2.8
2.2880000000000003,-0.21623201997070396,2.8
2.289,-0.2122120074190903,2.8
2.29,-0.20818753171393922,2.8
2.291,-0.20415878188957493,2.8
2.2920000000000003,-0.20012594689256247,2.8
2.293,-0.19608921557499315,2.8
2.294,-0.19204877668775566,2.8
2.295,-0.1880048188738499,2.8
2.2960000000000003,-0.18395753066174336,2.8
2.297,-0.1799071004587418,2.8
2.298,-0.17585371654440252,2.8
2.299,-0.17179756706398308,2.8
2.3000000000000003,-0.167738840021876,2.8
2.301,-0.16367772327512853,2.8
2.302,-0.1596144045269483,2.8
2.303,-0.15554907132024454,2.8
2.3040000000000003,-0.15148191103119046,2.8
2.305,-0.1474131108628356,2.8
2.306,-0.1433428578387037,2.8
2.307,-0.1392713387964264,2.8
2.308,-0.1351987403814192,2.8
2.309,-0.13112524904055078,2.8
2.31,-0.12705105101584024,2.8
2.311,-0.12297633233818317,2.8
2.312,-0.11890127882108459,2.8
2.313,-0.11482607605442752,2.8
2.314,-0.1107509093982344,2.8
2.315,-0.10667596397644985,2.8
2.316,-0.10260142467075895,2.8
2.317,-0.09852747611439838,2.8
2.318,-0.09445430268600319,2.8
2.319,-0.09038208850341789,2.8
2.32,-0.08631101741759295,2.8
2.321,-0.08224127300643858,2.8
2.322,-0.07817303856870694,2.8
2.323,-0.07410649711788153,2.8
2.324,-0.07004183137608777,2.8
2.325,-0.06597922376798238,2.8
2.326,-0.061918856414692414,2.8
2.327,-0.057860911127725956,2.8
2.328,-0.053805569402896936,2.8
2.329,-0.04975301241427843,2.8
2.33,-0.04570342100812752,2.8
2.331,-0.04165697569683857,2.8
2.332,-0.037613856652896516,2.8
2.333,-0.03357424370283013,2.8
2.334,-0.02953831632114401,2.8
2.335,-0.025506253624307362,2.8
2.336,-0.02147823436468599,2.8
2.337,-0.017454436924509764,2.8
2.338,-0.013435039309840136,2.8
2.339,-0.00942021914450919,2.8
2.34,-0.005410153664087147,2.8
2.341,-0.0014050197098285366,2.8
2.342,0.0025950062773674176,2.8
2.343,0.0065897482630248305,2.8
2.344,0.010579030625109453,2.8
2.345,0.014562678160132236,2.8
2.346,0.018540516089196046,2.8
2.347,0.022512370064042386,2.8
2.348,0.026478066173162063,2.8
2.349,0.030437430947841904,2.8
2.35,0.03439029136827543,2.8
2.351,0.03833647486963088,2.8
