target,reference,normalizer,length_source,L_long_target,NsoftV,leading_full_inside_bracket,leading_half_alpha_inv,DeltaF_pair_raw,normalizer_denominator,DeltaF_phys_normalized,finite_correction_half,alpha_inv_pred_blind_v9,correction_to_leading_ratio,subleading_threshold,gate,status
3_1,0_1,raw,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-148.8003391177319,1.0,-148.8003391177319,-74.40016955886595,62.761431063175266,0.5424271022024673,0.05,FAIL_NOT_SUBLEADING,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,Mmax,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-148.8003391177319,475.0,-0.31326387182680404,-0.15663193591340202,137.00496868612782,0.0011419517941104575,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,sqrtM,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-148.8003391177319,21.79449471770337,-6.827427799776585,-3.4137138998882923,133.74788672215294,0.024888262344612246,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,L,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-148.8003391177319,16.372460056045686,-9.088453330065446,-4.544226665032723,132.6173739570085,0.0331304581196502,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,L2,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-148.8003391177319,268.0574482868115,-0.5551061538067059,-0.27755307690335296,136.88404754513786,0.002023547958354399,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,L3,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-148.8003391177319,4388.759864801354,-0.03390487146748162,-0.01695243573374081,137.14464818630748,0.00012359461873337626,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,NsoftV,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-148.8003391177319,16.755160819145562,-8.880866064126508,-4.440433032063254,132.72116758997797,0.03237373296845077,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,NsoftV_L,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-148.8003391177319,274.32320124408244,-0.5424271022024673,-0.27121355110123363,136.89038707094,0.001977328566240506,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,leading_full,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-148.8003391177319,274.32320124408244,-0.5424271022024673,-0.27121355110123363,136.89038707094,0.001977328566240506,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,leading_half,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-148.8003391177319,137.16160062204122,-1.0848542044049345,-0.5424271022024673,136.61917351983874,0.003954657132481012,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,M_L,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-148.8003391177319,7776.918526621701,-0.019133585958032516,-0.009566792979016258,137.1520338290622,6.974833288347409e-05,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,sqrtM_L,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-148.8003391177319,356.8294942072971,-0.417006838093063,-0.2085034190465315,136.95309720299468,0.001520129672597492,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
3_1,0_1,M_L2,geometric_raw,16.372460056045686,16.755160819145562,274.32320124408244,137.16160062204122,-148.8003391177319,127327.28793623546,-0.0011686445343299073,-0.0005843222671649536,137.16101629977405,4.2601009649566295e-06,0.05,PASS_SUBLEADING_CORRECTION,ALPHA_BLIND_NORMALIZER_CANDIDATE_NOT_CODATA_COMPARISON
